filed_date,days_after_act,accession,form,issuer_cik,issuer_name,owner_cik,owner_name,roles,officer_title,pre_act_fpi_forms,earliest_pre_act_fpi_filing,agent_prefix
2026-04-21,34,0001213900-26-046139,3,0001807389,"Pop Culture Group Co., Ltd",0001908711,Huang Zhuoqin,Director; CEO and Director; 10% Owner,CEO and Director,20-F; 6-K,2025-01-13,0001213900
2026-04-21,34,0001213900-26-046144,3,0001807389,"Pop Culture Group Co., Ltd",0002121893,Lin Zhidi,Director,,20-F; 6-K,2025-01-13,0001213900
2026-04-21,34,0001213900-26-046143,3,0001807389,"Pop Culture Group Co., Ltd",0002121905,Qiu Wenjuan,Director; Vice President & Director,Vice President & Director,20-F; 6-K,2025-01-13,0001213900
2026-04-21,34,0001493152-26-018179,3,0002009714,TMD Energy Ltd,0002123180,Ng Fong Shiang,Director,,20-F; 6-K,2025-04-23,0001493152
2026-04-21,34,0001213900-26-045830,3,0002028177,Youlife Group Inc.,0001881878,Yang Tianshi,Chief Strategy Officer,Chief Strategy Officer,20-F; 6-K,2025-07-09,0001213900
2026-04-20,33,0001213900-26-045441,3/A,0002023311,ASCENTAGE PHARMA GROUP INTERNATIONAL,0002128770,Cao Jin,Chief Accounting Officer,Chief Accounting Officer,20-F; 6-K,2025-02-11,0001213900
2026-04-20,33,0001213900-26-045580,3,0001725332,Alarum Technologies Ltd.,0002106462,Daniel Shachar,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-02-18,0001213900
2026-04-20,33,0001493152-26-018135,3,0002025774,Alps Group Inc,0002127387,Lee Hee Hang,Director,,20-F; 6-K,2025-10-10,0001493152
2026-04-20,33,0001213900-26-045367,3,0001765850,Aurelion Inc.,0002130042,Xu Yanli (Yuki),Acting Chief Acct. Officer,Acting Chief Acct. Officer,20-F; 6-K,2025-01-07,0001213900
2026-04-20,33,0001104659-26-045432,3,0001769484,Bioceres Crop Solutions Corp.,0002125915,Simmermacher Ezequiel,CFO,CFO,20-F; 6-K,2025-02-06,0001104659
2026-04-20,33,0001104659-26-045617,3,0001962738,"CASI Pharmaceuticals, Inc.",0002130011,Zeng Xuebo,Director,,20-F; 6-K,2025-01-21,0001104659
2026-04-20,33,0002126550-26-000002,3/A,0001001290,CREDICORP LTD,0002126550,Perez-Reyes Alejandro,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-21,0002126550
2026-04-20,33,0001185185-26-001421,3,0001958133,Decent Holding Inc.,0002122298,Tong Zijian,Director,,20-F; 6-K,2025-01-24,0001185185
2026-04-20,33,0001185185-26-001422,3,0001958133,Decent Holding Inc.,0002127842,Zhang Han (NMN),Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-24,0001185185
2026-04-20,33,0002081399-26-000001,3,0001045986,FORMULA SYSTEMS (1985) LTD,0002081399,Berenstin Asaf,CFO,CFO,20-F; 6-K,2025-03-20,0002081399
2026-04-20,33,0001670817-26-000002,3,0001045986,FORMULA SYSTEMS (1985) LTD,0001670817,Bernstein Guy,CEO,CEO,20-F; 6-K,2025-03-20,0001670817
2026-04-20,33,0001493152-26-018087,3,0001857030,Intercure Ltd.,0002121744,Granot Alon Shmuel,Director,,20-F; 6-K,2025-01-27,0001493152
2026-04-20,33,0001493152-26-018088,3,0001857030,Intercure Ltd.,0002118393,Michelson Lennie Grinbaum,Director,,20-F; 6-K,2025-01-27,0001493152
2026-04-20,33,0001493152-26-018086,3,0001857030,Intercure Ltd.,0002081490,Rabinovich Alexander,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-27,0001493152
2026-04-20,33,0001104659-26-045102,3/A,0001530238,JOYY Inc.,0002122511,Liu Qin,Director,,20-F; 6-K,2025-01-13,0001104659
2026-04-20,33,0001829126-26-003666,3,0002030277,"LEIFRAS Co., Ltd.",0002129566,Mizutani Tetsu,Director,,6-K,2025-10-10,0001829126
2026-04-20,33,0002081399-26-000002,3,0000876779,MAGIC SOFTWARE ENTERPRISES LTD,0002081399,Berenstin Asaf,CFO,CFO,20-F; 6-K,2025-02-18,0002081399
2026-04-20,33,0001670817-26-000003,3,0000876779,MAGIC SOFTWARE ENTERPRISES LTD,0001670817,Bernstein Guy,CEO,CEO,20-F; 6-K,2025-02-18,0001670817
2026-04-20,33,0001178913-26-002165,3/A,0001119083,MIND CTI LTD,0002111565,Cohen Nissan Shoval,VP of IT,VP of IT,20-F; 6-K,2025-01-10,0001178913
2026-04-20,33,0001493152-26-018166,3,0001981519,MIXED MARTIAL ARTS GROUP LTD,0002127465,Links Aaron Richard,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-08,0001493152
2026-04-20,33,0001213900-26-045412,3,0001997201,PS International Group Ltd.,0002125094,CHIU Sheung Yuk Clara,Director,,20-F; 6-K,2025-04-30,0001213900
2026-04-20,33,0001213900-26-045410,3,0001997201,PS International Group Ltd.,0002128798,KWOK Ho Pan Darren K,Director,,20-F; 6-K,2025-04-30,0001213900
2026-04-20,33,0001178913-26-002174,3,0001291855,SuperCom Ltd,0002123820,Trabelsi Barak,Chief Business & Tech Officer,Chief Business & Tech Officer,20-F; 6-K,2025-01-23,0001178913
2026-04-20,33,0001213900-26-045530,3,0001716770,Wah Fu Education Group Ltd,0002127625,Wenxiang Xing,Director,,20-F; 6-K,2025-01-21,0001213900
2026-04-20,33,0001213900-26-045436,3/A,0002011674,YD Bio Ltd,0002125689,Lu Shao-Ta,Director,,6-K,2025-08-15,0001213900
