filed_date,days_after_act,accession,form,issuer_cik,issuer_name,owner_cik,owner_name,roles,officer_title,pre_act_fpi_forms,earliest_pre_act_fpi_filing,agent_prefix
2026-07-14,118,0001213900-26-077928,3,0001871983,Anghami Inc,0001163556,FINE N SCOTT,Director,,20-F; 6-K,2025-02-07,0001213900
2026-07-14,118,0001493152-26-033103,3,0001881472,Magic Empire Global Ltd,0002144889,Wang Mei (Mary),Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-27,0001493152
2026-07-14,118,0001493152-26-033114,3,0001971115,Ryde Group Ltd,0002145235,Tee Kok Siong,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-03-13,0001493152
2026-07-14,118,0002143989-26-000002,3,0001722608,"iQIYI, Inc.",0002143989,Tian Ying,CFO,CFO,20-F; 6-K,2025-02-18,0002143989
2026-07-14,118,0002143989-26-000004,3/A,0001722608,"iQIYI, Inc.",0002143989,Tian Ying,CFO,CFO,20-F; 6-K,2025-02-18,0002143989
2026-07-13,117,0001475597-26-000155,3,0002018222,707 Cayman Holdings Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-06-10,0001475597
2026-07-13,117,0001193125-26-302301,3,0001812477,Keel Infrastructure Corp.,0002145277,Aiyer Ganesh,President,President,6-K,2025-01-02,0001193125
2026-07-13,117,0000905148-26-003246,3,0002062440,Kyivstar Group Ltd.,0002143211,Kiziltoprak Taner,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-08-14,0000905148
2026-07-13,117,0001213900-26-077315,3,0002026514,Namib Minerals,0002144395,Luhabe Wendy Yvonne Nomathemba,Director,,20-F; 6-K,2025-06-06,0001213900
2026-07-13,117,0001213900-26-077349,3/A,0001611746,SciSparc Ltd.,0001973096,Adler Oz,CEO and CFO,CEO and CFO,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077346,3/A,0001611746,SciSparc Ltd.,0001740602,DAYAN ALON,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077348,3/A,0001611746,SciSparc Ltd.,0001973293,Revach Moshe,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077347,3/A,0001611746,SciSparc Ltd.,0001973294,Shay Amnon Ben,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077339,3/A,0001611746,SciSparc Ltd.,0001595943,Shrem Itschak,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077344,3/A,0001611746,SciSparc Ltd.,0001973248,Sidi Liat,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077341,3/A,0001611746,SciSparc Ltd.,0001973991,Vider Lior,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077342,3/A,0001611746,SciSparc Ltd.,0001826620,Weiss Amitay,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-13,117,0001213900-26-077338,3/A,0001611746,SciSparc Ltd.,0001973249,Zuloff-Shani Adi,Chief Technology Officer,Chief Technology Officer,20-F; 6-K,2025-01-07,0001213900
2026-07-10,114,0001619762-26-000073,3,0001619762,Brightstar Lottery PLC,0002143152,Tasso Marco,"EVP and COO, Global Lottery","EVP and COO, Global Lottery",20-F; 6-K,2025-02-25,0001619762
2026-07-10,114,0001213900-26-076928,3,0002074123,CCH Holdings Ltd,0002144003,Wong Chung Wai Milky,Director,,6-K,2025-12-16,0001213900
2026-07-10,114,0001493152-26-032815,3,0001948294,CL Workshop Group Ltd,0001935216,Wong Heung Ming Henry,Director,,20-F; 6-K,2025-05-01,0001493152
2026-07-10,114,0001094891-26-000248,3,0001928581,GMEX Robotics Corp,0001921764,Hartzband Brian Shawn,President of U.S. Operations,President of U.S. Operations,20-F; 6-K,2025-02-07,0001094891
2026-07-10,114,0001493152-26-032794,3,0001964314,JBDI Holdings Ltd,0002141384,Lim Tze Chong Patrick,Operations Director; 10% Owner,Operations Director,20-F; 6-K,2025-05-29,0001493152
2026-07-10,114,0001493152-26-032793,3,0001964314,JBDI Holdings Ltd,0002144066,"Lim Tze Ming, Kelvin",Sales Director,Sales Director,20-F; 6-K,2025-05-29,0001493152
2026-07-10,114,0001493152-26-032792,3,0001964314,JBDI Holdings Ltd,0002141431,Siow Kim Lian,10% Owner,,20-F; 6-K,2025-05-29,0001493152
2026-07-10,114,0001213900-26-076944,3,0001944902,Ohmyhome Ltd,0002144489,Wong Tai Kok,Director,,20-F; 6-K,2025-01-10,0001213900
2026-07-10,114,0001628280-26-047859,3,0001876431,Prenetics Global Ltd,0001695607,Rosin Brian J,CFO of IM8 (US) LLC,CFO of IM8 (US) LLC,20-F; 6-K,2025-03-05,0001628280
2026-07-09,113,0001475597-26-000149,3,0002018222,707 Cayman Holdings Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-06-10,0001475597
2026-07-09,113,0000905148-26-003220,3,0001267395,ASPEN INSURANCE HOLDINGS LTD,0001571352,Rosorea Carrie,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-02-27,0000905148
2026-07-09,113,0001104659-26-082053,3,0001472072,Concord Medical Services Holdings Ltd,0002143849,Shi Botao,Interim CFO,Interim CFO,20-F; 6-K,2025-01-06,0001104659
2026-07-09,113,0001193125-26-299076,3,0001743102,Jiayin Group Inc.,0002142696,Lu Xiaojing,Director,,20-F; 6-K,2025-03-27,0001193125
2026-07-09,113,0001213900-26-076779,3,0001874252,Quantum Cyber N.V.,0001797586,Buffalino Louis R.,Director,,20-F; 6-K,2025-01-14,0001213900
2026-07-09,113,0001104659-26-082073,3,0001814423,iHuman Inc.,0002141608,Li Teng,Co-Chief Executive Officer,Co-Chief Executive Officer,20-F; 6-K,2025-03-25,0001104659
2026-07-09,113,0001104659-26-082081,3,0001814423,iHuman Inc.,0002139701,Lin Congyu,Chief Strategy Officer,Chief Strategy Officer,20-F; 6-K,2025-03-25,0001104659
2026-07-08,112,0001213900-26-076490,3,0001871983,Anghami Inc,0002144138,Marcati Chiara,Director,,20-F; 6-K,2025-02-07,0001213900
2026-07-08,112,0001213900-26-076471,3,0001871983,Anghami Inc,0002143900,Stoyanov Gueorgui Saykov,Director,,20-F; 6-K,2025-02-07,0001213900
2026-07-08,112,0001292814-26-003713,3,0001471055,Banco Santander (Brasil) S.A.,0002144536,Finkelsztain Gilson,CEO,CEO,20-F; 6-K,2025-01-02,0001292814
2026-07-08,112,0001513845-26-000082,3,0001513845,Nebius Group N.V.,0002143876,Almog Yael,General Counsel,General Counsel,20-F; 6-K,2025-02-20,0001513845
2026-07-08,112,0002024011-26-000004,3,0001778016,NovaBridge Biosciences,0002024011,Gupta Srishti,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-06,0002024011
2026-07-08,112,0001213900-26-076178,3,0002030834,OneConstruction Group Ltd,0002137896,He Xing Michael,Director,,20-F; 6-K,2025-01-03,0001213900
2026-07-08,112,0001213900-26-076479,3/A,0000016859,Scully Royalty Ltd.,0002124283,Freund Jerrod M.,,,20-F; 6-K,2025-04-30,0001213900
2026-07-08,112,0001213900-26-076481,3/A,0000016859,Scully Royalty Ltd.,0001296812,Howe Alan B,,,20-F; 6-K,2025-04-30,0001213900
2026-07-08,112,0001193125-26-297959,3/A,0001829118,Tuya Inc.,0001984713,HUANG SIDNEY XUANDE,Director,,20-F; 6-K,2025-01-07,0001193125
2026-07-07,111,0001213900-26-075932,3,0001765850,Aurelion Inc.,0002107789,Chiu Chang-Wei,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-07,111,0001213900-26-075752,3,0001765850,Aurelion Inc.,0002137317,Zheng Xiang,Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-07,0001213900
2026-07-07,111,0001225208-26-006531,3,0001852551,Nova Minerals Corp,0002143558,Girnun Joshua I.,Director,,20-F; 6-K,2025-01-02,0001225208
2026-07-07,111,0001213900-26-075982,3,0001966750,Zhibao Technology Inc.,0002142204,Dai YiYun,Director,,20-F; 6-K,2025-01-21,0001213900
2026-07-07,111,0001213900-26-075984,3,0001966750,Zhibao Technology Inc.,0002142655,Ma Jun William,Director,,20-F; 6-K,2025-01-21,0001213900
2026-07-07,111,0001213900-26-075981,3,0001966750,Zhibao Technology Inc.,0002142499,Tang Han,Director,,20-F; 6-K,2025-01-21,0001213900
2026-07-06,110,0001213900-26-075260,3,0001765850,Aurelion Inc.,0002131728,SHIMIZU TOKIHIKO,Director,,20-F; 6-K,2025-01-07,0001213900
2026-07-06,110,0000895345-26-000322,3/A,0000912892,"GRUPO TELEVISA, S.A.B.",0001318285,Zaslav David,Director,,20-F; 6-K,2025-02-21,0000895345
2026-07-06,110,0001185185-26-002794,3,0001938186,Jayud Global Logistics Ltd,0002142893,Xie Liqiang,Director,,20-F; 6-K,2025-03-06,0001185185
2026-07-06,110,0002068352-26-000004,3,0001851112,RISKIFIED LTD.,0002068352,Assia Ronen,Director,,20-F; 6-K,2025-03-05,0002068352
2026-07-06,110,0001395064-26-000240,3,0001395064,TAKEDA PHARMACEUTICAL CO LTD,0001185643,BROUSSARD BRUCE D,Director,,20-F; 6-K,2025-01-30,0001395064
2026-07-06,110,0001395064-26-000241,3,0001395064,TAKEDA PHARMACEUTICAL CO LTD,0002137620,Kimura Koichiro,Director,,20-F; 6-K,2025-01-30,0001395064
2026-07-06,110,0001395064-26-000239,3,0001395064,TAKEDA PHARMACEUTICAL CO LTD,0001559387,Stoffels Paulus,Director,,20-F; 6-K,2025-01-30,0001395064
2026-07-06,110,0001976408-26-000627,3,0001654126,ZIM Integrated Shipping Services Ltd.,0002135058,Jubran Sami,EVP Chief Finance Officer,EVP Chief Finance Officer,20-F; 6-K,2025-03-12,0001976408
2026-07-02,106,0002097368-26-000002,3/A,0001076378,CEMEX SAB DE CV,0002097368,Martinez Merla Jaime,Chief Comptroller,Chief Comptroller,20-F; 6-K,2025-01-28,0002097368
2026-07-02,106,0001493152-26-031666,3,0001948294,CL Workshop Group Ltd,0001980519,Lau Kin Shing Charles,Director,,20-F; 6-K,2025-05-01,0001493152
2026-07-02,106,0001493152-26-031790,3,0001948294,CL Workshop Group Ltd,0001980846,Xu Mu,Director,,20-F; 6-K,2025-05-01,0001493152
2026-07-02,106,0001628280-26-047048,3,0000910631,COCA COLA FEMSA SAB DE CV,0001867931,Gonzalez Olga,Director,,20-F; 6-K,2025-02-21,0001628280
2026-07-02,106,0001104659-26-080087,3,0001526125,GDS Holdings Ltd,0002117642,Zhang David,Director,,20-F; 6-K,2025-02-12,0001104659
2026-07-02,106,0001493152-26-031621,3,0001964314,JBDI Holdings Ltd,0002141582,Lim Kim Seng,Sales Director,Sales Director,20-F; 6-K,2025-05-29,0001493152
2026-07-02,106,0001213900-26-074795,3,0002049187,K-TECH SOLUTIONS CO LTD,0002119278,KWOK YIU WAH,Director; Chairman and CFO; 10% Owner,Chairman and CFO,20-F; 6-K,2025-07-17,0001213900
2026-07-02,106,0001213900-26-074794,3,0002049187,K-TECH SOLUTIONS CO LTD,0002122644,Kwok Yiu Keung,Director; Director and CEO; 10% Owner,Director and CEO,20-F; 6-K,2025-07-17,0001213900
2026-07-02,106,0001628280-26-047049,3,0001061736,MEXICAN ECONOMIC DEVELOPMENT INC,0001867931,Gonzalez Olga,Director,,20-F; 6-K,2025-01-03,0001628280
2026-07-02,106,0001475597-26-000132,3,0001856084,Ridgetech Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-15,0001475597
2026-07-02,106,0001976408-26-000622,3,0001654126,ZIM Integrated Shipping Services Ltd.,0002046465,Lichtenstein Chen,CEO,CEO,20-F; 6-K,2025-03-12,0001976408
2026-07-01,105,0001193125-26-293001,3,0001132924,CHUNGHWA TELECOM CO LTD,0002137645,Chen Ming-Tsong,President of Business Group,President of Business Group,20-F; 6-K,2025-01-06,0001193125
2026-07-01,105,0001475597-26-000118,3,0001948294,CL Workshop Group Ltd,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-05-01,0001475597
2026-07-01,105,0001178913-26-003380,3,0001030997,G WILLI FOOD INTERNATIONAL LTD,0002141687,Schutz Daniel,Director,,20-F; 6-K,2025-01-21,0001178913
2026-07-01,105,0001178913-26-003378,3,0001030997,G WILLI FOOD INTERNATIONAL LTD,0002141689,Winner Erez,Director,,20-F; 6-K,2025-01-21,0001178913
2026-07-01,105,0001493152-26-031498,3,0001964314,JBDI Holdings Ltd,0002141416,Lim Geok Peng,Director,,20-F; 6-K,2025-05-29,0001493152
2026-07-01,105,0001493152-26-031501,3,0001964314,JBDI Holdings Ltd,0002141384,Lim Tze Chong Patrick,Operations Director; 10% Owner,Operations Director,20-F; 6-K,2025-05-29,0001493152
2026-07-01,105,0001493152-26-031504,3,0001964314,JBDI Holdings Ltd,0002141499,Ng Siew Cher,Director,,20-F; 6-K,2025-05-29,0001493152
2026-07-01,105,0001104659-26-079491,3,0001713923,Jianpu Technology Inc.,0002142122,Gong Yisheng,Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-02-13,0001104659
2026-07-01,105,0001193125-26-291434,3,0001335730,MIZUHO FINANCIAL GROUP INC,0002141496,Kojima Keiji,Director,,20-F; 6-K,2025-01-06,0001193125
2026-07-01,105,0002115186-26-000004,3,0001383395,SEQUANS COMMUNICATIONS,0002115186,Brodt Norman,CFO,CFO,20-F; 6-K,2025-02-11,0002115186
2026-07-01,105,0001104659-26-079980,3,0001823986,Waterdrop Inc.,0002141726,Chang Qianfei,Director,,20-F; 6-K,2025-03-12,0001104659
2026-07-01,105,0001213900-26-074037,3,0001413745,Yueda Digital Holding,0002143204,Hon Siong Lin,Director,,20-F; 6-K,2025-01-03,0001213900
2026-07-01,105,0002142889-26-000002,3,0001747661,Zeta Network Group,0002142889,Jiang Lili L,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-17,0002142889
2026-06-30,104,0001213900-26-073508,3,0001806904,EZGO Technologies Ltd.,0002125146,Jin Peiyao,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073445,3,0001806904,EZGO Technologies Ltd.,0001591139,Johnson Robert Brian,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073509,3,0001806904,EZGO Technologies Ltd.,0002125142,Ling Yuehan,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073443,3,0001806904,EZGO Technologies Ltd.,0002124396,Wu Zhenguo,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073512,3,0001806904,EZGO Technologies Ltd.,0002125147,Yang Guanghui,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073511,3,0001806904,EZGO Technologies Ltd.,0001846562,Ye Jianhui,CEO and Director,CEO and Director,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0001213900-26-073510,3,0001806904,EZGO Technologies Ltd.,0002124974,ZHAO ZEBIN,Director; Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-01-17,0001213900
2026-06-30,104,0002137657-26-000002,3,0001877787,Ermenegildo Zegna N.V.,0002137657,Hamiyeh Nagi Adel,Director,,20-F; 6-K,2025-01-21,0002137657
2026-06-30,104,0001104659-26-079035,3,0001294404,Fang Holdings Ltd,0002130549,Liu Jian J,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-05-07,0001104659
2026-06-30,104,0001104659-26-079054,3,0001523836,"LightInTheBox Holding Co., Ltd.",0002142935,Chen Cheng LOL,Director,,20-F; 6-K,2025-01-23,0001104659
2026-06-29,103,0001213900-26-073067,3,0002023311,ASCENTAGE PHARMA GROUP INTERNATIONAL,0002142869,Miyara Faical,Chief Business Officer,Chief Business Officer,20-F; 6-K,2025-02-11,0001213900
2026-06-29,103,0001178913-26-003355,3,0001024672,ELTEK LTD,0002125160,Segev Raviv,VP of Process & Technology,VP of Process & Technology,20-F; 6-K,2025-02-27,0001178913
2026-06-29,103,0001475597-26-000114,3,0001991592,INLIF Ltd,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-06,0001475597
2026-06-29,103,0001193125-26-286788,3,0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,0002135606,Kanie Norio,Director,,20-F; 6-K,2025-01-06,0001193125
2026-06-29,103,0001193125-26-286802,3,0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,0002113181,Osawa Masakazu,Director,,20-F; 6-K,2025-01-06,0001193125
2026-06-29,103,0001193125-26-286785,3,0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,0002113306,Seki Hiroyuki,Director,,20-F; 6-K,2025-01-06,0001193125
2026-06-29,103,0001193125-26-286790,3,0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,0002114081,Yoshida Kenichiro,Director,,20-F; 6-K,2025-01-06,0001193125
2026-06-29,103,0000950157-26-000771,3,0001549107,Manchester United plc,0002139036,INEOS Ltd,10% Owner,,20-F; 6-K,2025-02-19,0000950157
2026-06-29,103,0001213900-26-072829,3,0002026514,Namib Minerals,0002142611,Bacela Pascoal Alberto,Director,,20-F; 6-K,2025-06-06,0001213900
2026-06-29,103,0001193125-26-288572,3,0001826168,TIM S.A.,0002142443,Pandolfo Luciene Rodrigues Abrao,Chief Legal Officer,Chief Legal Officer,20-F; 6-K,2025-01-10,0001193125
2026-06-29,103,0001213900-26-072910,3,0001836242,"Tokyo Lifestyle Co., Ltd.",0002139443,Kotajima Akira,Audit and SCM,Audit and SCM,20-F; 6-K,2025-02-27,0001213900
2026-06-29,103,0001213900-26-072911,3,0001836242,"Tokyo Lifestyle Co., Ltd.",0002139452,Nakamura Yoshie,Audit and SCM,Audit and SCM,20-F; 6-K,2025-02-27,0001213900
2026-06-26,100,0002138283-26-000002,3,0001776985,BioNTech SE,0002138283,Low-Friedrich Iris Katharina,Director,,20-F; 6-K,2025-01-14,0002138283
2026-06-26,100,0001938363-26-000006,3,0001776985,BioNTech SE,0001938363,Schaffert Susanne,Director,,20-F; 6-K,2025-01-14,0001938363
2026-06-26,100,0002139240-26-000001,3,0001463000,Grown Rogue International Inc.,0002139240,Conacher Sean,Director,,20-F; 6-K,2025-04-10,0002139240
2026-06-26,100,0002137675-26-000001,3,0001463000,Grown Rogue International Inc.,0002137675,Gledhill Stephen,Director,,20-F; 6-K,2025-04-10,0002137675
2026-06-26,100,0002138148-26-000001,3,0001463000,Grown Rogue International Inc.,0002138148,Kee Ryan,Director,,20-F; 6-K,2025-04-10,0002138148
2026-06-26,100,0002137987-26-000001,3,0001463000,Grown Rogue International Inc.,0002137987,Marchington Andrew,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-04-10,0002137987
2026-06-26,100,0001225208-26-006221,3,0001852551,Nova Minerals Corp,0002117834,Beazley Richard,Director,,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001225208-26-006222,3,0001852551,Nova Minerals Corp,0002117789,Bentley Craig,Director; Director of Finance & Compl.,Director of Finance & Compl.,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001225208-26-006223,3,0001852551,Nova Minerals Corp,0002110273,Berger Chaim D.,Director,,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001225208-26-006224,3,0001852551,Nova Minerals Corp,0001883076,Geller Avi,Director,,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001225208-26-006225,3,0001852551,Nova Minerals Corp,0002117811,Gerteisen Christopher,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001225208-26-006226,3,0001852551,Nova Minerals Corp,0002131550,Thorburn Ashlie,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-02,0001225208
2026-06-26,100,0001493152-26-030301,3,0001957538,OIO Group,0002141450,Choi Sung Fung (Norman),Director; CEO and Chairman; 10% Owner,CEO and Chairman,20-F; 6-K,2025-01-15,0001493152
2026-06-25,99,0001104659-26-077847,3,0001811216,Baosheng Media Group Holdings Ltd,0002137790,Cai Lei,Director,,20-F; 6-K,2025-01-13,0001104659
2026-06-25,99,0001493152-26-030100,3,0001811216,Baosheng Media Group Holdings Ltd,0002122925,Fang Chenxi,Director,,20-F; 6-K,2025-01-13,0001493152
2026-06-25,99,0001104659-26-077850,3,0001811216,Baosheng Media Group Holdings Ltd,0002131202,Zhai Chenfang,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-13,0001104659
2026-06-25,99,0001104659-26-077848,3,0001811216,Baosheng Media Group Holdings Ltd,0002138645,Zhang Jian (NMN),Director,,20-F; 6-K,2025-01-13,0001104659
2026-06-25,99,0001493152-26-030009,3,0001964314,JBDI Holdings Ltd,0002141416,Lim Geok Peng,Director,,20-F; 6-K,2025-05-29,0001493152
2026-06-25,99,0001475597-26-000107,3,0001972074,Linkers Industries Ltd,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-03-13,0001475597
2026-06-25,99,0001193125-26-281784,3,0001070304,ORIX CORP,0002137626,Hosokawa Akiko,Director,,20-F; 6-K,2025-01-08,0001193125
2026-06-25,99,0002127341-26-000002,3,0001747661,Zeta Network Group,0002127341,Huang Xiaowen,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-17,0002127341
2026-06-25,99,0002126418-26-000002,3,0001747661,Zeta Network Group,0002126418,Jiang Honglei,Director,,20-F; 6-K,2025-01-17,0002126418
2026-06-25,99,0002126964-26-000002,3,0001747661,Zeta Network Group,0002126964,Kuo Hung-Jen,Director,,20-F; 6-K,2025-01-17,0002126964
2026-06-25,99,0002126962-26-000002,3,0001747661,Zeta Network Group,0002126962,Parker Chloe Zhou,Director,,20-F; 6-K,2025-01-17,0002126962
2026-06-25,99,0002127388-26-000002,3,0001747661,Zeta Network Group,0002127388,Zhang Yan Y,Director,,20-F; 6-K,2025-01-17,0002127388
2026-06-25,99,0001213900-26-071868,3,0001975641,Zhengye Biotechnology Holding Ltd,0002123344,Cheng Yuhong (nmn),Vice General Manager,Vice General Manager,20-F; 6-K,2025-01-08,0001213900
2026-06-25,99,0001213900-26-071870,3,0001975641,Zhengye Biotechnology Holding Ltd,0002127879,Han Zhenfa,Director; 10% Owner,,20-F; 6-K,2025-01-08,0001213900
2026-06-25,99,0001213900-26-071865,3,0001975641,Zhengye Biotechnology Holding Ltd,0002127880,Jiang Ping (PiJi),Director,,20-F; 6-K,2025-01-08,0001213900
2026-06-25,99,0001213900-26-071867,3,0001975641,Zhengye Biotechnology Holding Ltd,0002117620,Song Songlin,Co-Chief Executive Officer,Co-Chief Executive Officer,20-F; 6-K,2025-01-08,0001213900
2026-06-25,99,0001213900-26-071866,3,0001975641,Zhengye Biotechnology Holding Ltd,0002124552,Wang Ping (nmn),Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-08,0001213900
2026-06-25,99,0000912282-26-000856,3,0001853962,i-80 Gold Corp.,0001536310,Gottesfeld Stephen P,Director,,6-K,2025-01-02,0000912282
2026-06-24,98,0001493152-26-029969,3,0001957538,OIO Group,0002139735,Chong Yao Xuan James,Director,,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001493152-26-029971,3,0001957538,OIO Group,0002140305,Hamilton Jacob William Anthony,Chief Marketing Officer,Chief Marketing Officer,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001493152-26-029973,3,0001957538,OIO Group,0002139808,Jodlowski Jakub,Chief Design Officer,Chief Design Officer,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001493152-26-029975,3,0001957538,OIO Group,0002139813,Majcher En Ti Diana,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001493152-26-029977,3,0001957538,OIO Group,0002139771,Wong Jason Yuk Lun,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001493152-26-029979,3,0001957538,OIO Group,0002139742,Yow Su Chin,Director,,20-F; 6-K,2025-01-15,0001493152
2026-06-24,98,0001193125-26-280235,3,0000078150,PLDT Inc.,0002141959,LEGARA ERIKA FILLE TUPAS,Director,,20-F; 6-K,2025-01-28,0001193125
2026-06-24,98,0001193125-26-280227,3,0000078150,PLDT Inc.,0002140966,SISON BENEDICTO CAGUIOA,Director,,20-F; 6-K,2025-01-28,0001193125
2026-06-24,98,0001193125-26-280230,3,0000078150,PLDT Inc.,0002141611,YAP ROBERTO CHAN,Director,,20-F; 6-K,2025-01-28,0001193125
2026-06-24,98,0001493152-26-029989,3,0002048271,WeShop Holdings Ltd,0002140824,Weaver Maria,Director; Chief Executive Officer,Chief Executive Officer,6-K,2025-11-13,0001493152
2026-06-23,97,0000950103-26-009411,3/A,0001468642,Aura Minerals Inc.,0002117905,Sousa Mauad Bruno,Director,,6-K,2025-07-17,0000950103
2026-06-23,97,0001193125-26-279458,3/A,0001328919,StealthGas Inc.,0002121195,DRAKOS MARKOS,Director,,20-F; 6-K,2025-02-26,0001193125
2026-06-23,97,0001193125-26-279457,3/A,0001328919,StealthGas Inc.,0002036857,Jolliffe Michael,Director,,20-F; 6-K,2025-02-26,0001193125
2026-06-23,97,0001193125-26-279456,3/A,0001328919,StealthGas Inc.,0002118310,Kostogiannis Ioannis,Director,,20-F; 6-K,2025-02-26,0001193125
2026-06-23,97,0001046179-26-000373,3/A,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0002135989,Ku Yao-Ching,VP,VP,20-F; 6-K,2025-01-10,0001046179
2026-06-18,92,0001292814-26-003550,3,0001071438,BRASKEM SA,0002141231,Costa Maria Leticia de Freitas,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-18,92,0001292814-26-003546,3,0001071438,BRASKEM SA,0002141172,M. P. de A. Brandao Carlos A.,CFO & IR Officer,CFO & IR Officer,20-F; 6-K,2025-01-10,0001292814
2026-06-18,92,0001292814-26-003552,3,0001071438,BRASKEM SA,0002119907,Pogliese Marcelo Weick,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-18,92,0001292814-26-003548,3,0001071438,BRASKEM SA,0002126736,de Albuquerque Isabella Saboya,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-18,92,0001493152-26-029286,3,0001948294,CL Workshop Group Ltd,0002124511,Wang Hong Linda,Director; CFO and Director,CFO and Director,20-F; 6-K,2025-05-01,0001493152
2026-06-18,92,0001493152-26-029288,3,0001948294,CL Workshop Group Ltd,0002096212,Wang Liying,Director; CEO and Director,CEO and Director,20-F; 6-K,2025-05-01,0001493152
2026-06-18,92,0001493152-26-029425,3,0002015691,Elong Power Holding Ltd.,0002141178,LIU YUE,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-03-25,0001493152
2026-06-18,92,0001493152-26-029209,3,0001881472,Magic Empire Global Ltd,0002141038,Feng Jingxin,Director,,20-F; 6-K,2025-01-27,0001493152
2026-06-18,92,0001493152-26-029210,3,0001881472,Magic Empire Global Ltd,0002139981,Huang Shufen,Director; Chief Executive Officer; 10% Owner,Chief Executive Officer,20-F; 6-K,2025-01-27,0001493152
2026-06-18,92,0001493152-26-029208,3,0001881472,Magic Empire Global Ltd,0002139830,Yang Ke,Director,,20-F; 6-K,2025-01-27,0001493152
2026-06-18,92,0001628280-26-044311,3,0001874315,Satellogic Inc.,0002141269,Williamson Michael Eric,Director,,6-K,2025-02-13,0001628280
2026-06-18,92,0001213900-26-070125,3,0001938865,Top KingWin Ltd,0001940075,Xu Ruilin,Director; Chief Executive Officer; 10% Owner,Chief Executive Officer,20-F; 6-K,2025-01-02,0001213900
