solicitation_id,n_awards,n_distinct_awardees,modal_offers_received,offers_values_seen,everyone_who_offered_won,awardees_exceed_offers,shared_ceiling_suspected,shared_or_max_ceiling,family_ceiling_sum,family_window_obligations_members,child_task_order_window_obligations,any_idv,components,sample_recipients
70Z03825QL0000077,6,2,3,3x1,0,0,0,244276.00,426771.36,426771.36,0,0,U.S. Coast Guard,"AIRBUS DS MILITARY AIRCRAFT, INC.;AVIONIC INSTRUMENTS LLC"
70Z04025QESDV0001,2,2,1,1x2,0,1,0,249996.31,416133.31,291735.51,0,0,U.S. Coast Guard,"BAE SYSTEMS LAND & ARMAMENTS L.P.;CACI, INC. - FEDERAL"
70CTD024Q00000010,2,2,1,1x2,0,1,0,318991.88,409647.88,208752.95,0,0,U.S. Immigration and Customs Enforcement,"CGI FEDERAL INC.;FOUR POINTS TECHNOLOGY, L.L.C."
70Z08025QDL038,2,2,5,5x1;3x1,0,0,0,236527.20,379043.20,379043.20,0,0,U.S. Coast Guard,"SHIPS MACHINERY INTERNATIONAL, INC.;W.W. WILLIAMS COMPANY, LLC, THE"
70FBR423Q00000042,3,2,3,3x1;5x1;2x1,0,0,0,318973.00,363295.97,-4528.31,0,0,Federal Emergency Management Agency,"COPYLADY, INC.;RICOH USA INC"
70FBR625Q00000009,7,3,5,5x4;1x3,0,0,0,91520.00,350533.93,350533.93,0,0,Federal Emergency Management Agency,"LIMA CHARLIE, INC;SORELLE RESOURCES, LLC;UNITED CORPORATE HOUSING LLC"
N68171-20-R-0001,11,5,3,3x8;4x2;2x1,0,1,0,84788.56,339186.56,339186.56,0,0,U.S. Coast Guard,"DOWNIE JONES SHIP STORES LIMITED;INCHCAPE SHIPPING SERVICES DUBAI LLC;S.C.A. - SHIPPING CONSULTANTS ASSOCIATED LTD.;SCA GROUP, LLC;WAYPOINT LLC"
2125405B3000HP034,2,2,8,8x1;2x1,0,0,0,207500.00,337033.60,337033.60,0,0,U.S. Coast Guard,CUMMINS INC;EVOLUTION TRAILER TECHNOLOGIES INC.
70FBTX25Q00000003,2,2,,,0,0,0,285556.53,326805.66,-208945.80,0,0,Federal Emergency Management Agency,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.;ITCON SERVICES LLC"
70T05025Q6115N003,2,2,1,1x1;3x1,0,1,0,198698.40,320898.40,87059.68,0,0,Transportation Security Administration,BELLEVUE GUN CLUB INC;JOHNSON & SUNS LEGACY GROUP LLC
70FA3026Q00000007,2,2,1,1x1;2x1,0,1,0,278937.57,303020.47,303020.47,0,0,Federal Emergency Management Agency,GOVERNMENT ACQUISITIONS INC;STERLING COMPUTERS CORPORATION
70Z08526QIBCT0014,2,2,6,6x2,0,0,0,296553.34,296553.34,296553.34,0,0,U.S. Coast Guard,"G I INDUSTRIAL-MARINE, LLC;JANCO ENTERPRISES INC"
70Z03825QL0000143,2,2,1,1x2,0,1,0,199246.00,266662.32,224527.12,0,0,U.S. Coast Guard,HARTWELL CORPORATION;TELEPHONICS CORPORATION
70Z03825QB0000088,2,2,1,1x2,0,1,0,221500.00,254500.00,149400.00,0,0,U.S. Coast Guard,"COASTAL MECHANICS COMPANY, INC.;OREGON AERO, INC."
70FA6025R00000021,5,5,7,7x5,0,0,1,50000.00,250000.00,250000.00,0,1,Federal Emergency Management Agency,"AIR WORLDWIDE CORPORATION;AON RE INC;CORELOGIC SOLUTIONS, LLC;KAREN CLARK & COMPANY;KATRISK LLC"
70US0920Q70090033,2,2,1,1x2,0,1,0,123049.41,227091.17,-22908.83,0,0,U.S. Secret Service,BROOKS LAWN SERVICE LLC;TRANSOU CHARLES
70FBR624Q00000012,2,2,4,4x1;18x1,0,0,0,155656.05,212581.05,12571.14,0,0,Federal Emergency Management Agency,"PHOENIXX SOLUTIONS LLC;R.K. BLACK, INC."
70Z08525Q40059B00,2,2,1,1x2,0,1,0,169148.00,209430.88,209430.88,0,0,U.S. Coast Guard,APPLETON MARINE INC;CHRISTIE & GREY LIMITED
20149034,2,2,10,10x2,0,0,0,99800.00,191800.00,191800.00,0,0,U.S. Customs and Border Protection,TEXAS K9 SOLUTIONS LLC;VALHALL K9 INTERNATIONAL LLC
70Z08526Q30029B00,2,2,24,24x1;18x1,0,0,0,94731.54,180715.06,180715.06,0,0,U.S. Coast Guard,"KAY KAY LLC;LIFT-IT MANUFACTURING CO., INC."
70Z03825QH0000021,2,2,5,5x2,0,0,0,179280.00,179280.00,79600.00,0,0,U.S. Coast Guard,"MCD ACCESSORY OVERHAULS, INC;SHERWOOD AVIONICS AND ACCESSORIES, INC."
52800PR250012286,2,2,14,14x2,0,0,0,171786.00,171786.00,171786.00,0,0,U.S. Coast Guard,"AANTILIA LLC;SHEPHERD ELECTRIC COMPANY, LLC"
HSFE70-12-R-0033,5,5,6,6x5,0,0,0,35759.94,170546.39,-47378.53,0,1,Federal Emergency Management Agency,"ASSET GROUP INC;BROOKSTONE EMERGENCY SERVICES, INC.;DEPLOYED RESOURCES LLC;RAPID DEPLOYMENT INC;SUPPLYCORE LLC"
70Z03825QM0000016,2,2,1,1x2,0,1,0,97100.00,162268.40,162268.40,0,0,U.S. Coast Guard,APS AEROSPACE CORP;CARAHSOFT TECHNOLOGY CORP
70LGLY19QGLB00071,2,2,6,6x2,0,0,0,85730.00,162014.91,-5458.00,0,0,Federal Law Enforcement Training Center,"BUSINESS DECISIONS INFORMATION INC;HR ANEW, INC."
70Z03825QE0000076,2,2,1,1x2,0,1,0,89460.00,157640.00,157640.00,0,0,U.S. Coast Guard,DUTCH VALLEY SUPPLY CO.;FRONTGRADE TECHNOLOGIES INC.
70Z03823QB2000006,2,2,6,6x2,0,0,0,82539.37,148077.58,0,40524.28,1,U.S. Coast Guard,"AIRBUS HELICOPTERS, INC.;INEO GLOBAL SUPPORT, INC."
70Z03825QL0000091,2,2,1,1x2,0,1,0,95588.35,147608.35,147608.35,0,0,U.S. Coast Guard,"GENERAL ELECTRIC COMPANY;SAFRAN VENTILATION SYSTEMS USA, LLC"
93313PR250000015,2,2,14,14x1;1x1,0,0,0,129902.46,143773.56,13871.10,0,0,U.S. Coast Guard,B & H FOTO & ELECTRONICS CORP.;TRAVEL LODGING GROUP LLC
70FBR425Q00000085,2,2,1,1x2,0,1,0,94000.00,142000.00,142000.00,0,0,Federal Emergency Management Agency,"GLEN ELLEN MOBILE HOME PARK, L.P.;MHC LAKE HAVEN, L.L.C."
70Z0G825QBNCR0011,3,2,6,6x2;1x1,0,0,0,47339.97,133345.01,133345.01,0,0,U.S. Coast Guard,"DAJANI LLC;GENERAL AND MECHANICAL SERVICES, LLC"
70Z08425QDL940013,2,2,22,22x1;8x1,0,0,0,70918.80,132379.16,132379.16,0,0,U.S. Coast Guard,CANDI THOMAS;IP TECHNOLOGY LLC
70FBR625Q00000002,2,2,1,1x2,0,1,0,101573.00,130421.00,6257.00,0,0,Federal Emergency Management Agency,"AESTHETIC HOME INVESTMENTS LLC;LIMA CHARLIE, INC"
70Z03825QB0000032,2,2,6,6x2,0,0,0,130000.00,130000.00,102958.00,0,0,U.S. Coast Guard,"FED CREW INC;WIREMASTERS, INC."
70Z03825QJ0000316,2,2,11,11x1;2x1,0,0,0,114660.60,124827.80,119744.20,0,0,U.S. Coast Guard,"KAY KAY LLC;QUALITY AEROPARTS, INC."
70Z03825QJ0000211,2,2,7,7x2,0,0,0,121684.00,121684.00,121684.00,0,0,U.S. Coast Guard,"ADEPT FASTENERS INC;NELKUHR LOGISTICS, INC."
31090PR260000124,2,2,26,26x2,0,0,0,119573.00,119573.00,119573.00,0,0,U.S. Coast Guard,TREATISE CONTRACTS HOLDINGS LLC;VVS CARTELL LLC
70Z08526Q001305,2,2,5,5x1;9x1,0,0,0,80500.00,113688.00,113688.00,0,0,U.S. Coast Guard,"CRESCENT HARBOR REPAIR, LLC;MMAP ENTERPRISE LLC"
70VT1524Q00019,2,2,7,7x1;1x1,0,0,0,89995.00,112864.88,17999.00,0,0,Office of the Inspector General,"PLEXTRAC, INC;SAVE AGAIN.COM"
70FB8025R00000001,9,9,32,32x9,0,0,1,12500.00,112500.00,112500.00,157221.0,1,Federal Emergency Management Agency,"APTIM FEDERAL SERVICES, LLC;DISASTER SOLUTIONS ALLIANCE, LLC;DYNAMIC GROUP, LLC;HAMVIS PROPERTIES, INC.;MARTEK-GOTHAMS JV;MLU SERVICES, LLC"
70Z03825QL0000080,2,2,1,1x2,0,1,0,59899.62,110751.85,90751.85,0,0,U.S. Coast Guard,AANTILIA LLC;EOS-AV INTERNATIONAL CORP
70T05025Q5900N002,2,2,3,3x1;4x1,0,0,0,96514.56,106503.57,9989.01,0,0,Transportation Security Administration,GLOBAL SUPPLY MANAGEMENT INC;KINRO MANUFACTURING LLC
70Z04026Q60350,2,2,17,17x1;16x1,0,0,0,99450.00,99450.00,99450.00,0,0,U.S. Coast Guard,ATZ SOLUTION LLC;GOVCREST INC
52000QR250020069,2,2,3,3x2,0,0,0,64266.88,95331.88,95331.88,0,0,U.S. Coast Guard,GUARDIAN SYSTEMS LLC;PIER SIDE SUPPLY INC
70Z03126RALAM2005,2,2,46,46x2,0,0,0,95036.00,95036.00,95036.00,0,0,U.S. Coast Guard,"HANDI PRODUCTS, INC.;SET-APART EXCAVATING & SERVICES, LLC"
70Z03825QJ0000369,2,2,7,7x1;1x1,0,0,0,72300.00,90568.50,90568.50,0,0,U.S. Coast Guard,KTW INC;SIKORSKY AIRCRAFT CORPORATION
30292RFP25000037,2,2,11,11x2,0,0,0,89687.00,89687.00,89687.00,0,0,U.S. Coast Guard,A TO B CREATIONS INC;VISION CONTRACTING INC
70Z03126RALAM2003,2,2,11,11x2,0,0,0,86982.00,86982.00,86982.00,0,0,U.S. Coast Guard,ATZ SOLUTION LLC;PEAK ENGINEERING LLC
70Z04026P60406Y00,2,2,4,4x1;21x1,0,0,0,74939.00,84739.00,84739.00,0,0,U.S. Coast Guard,"A2Z ENVIRONMENTAL GROUP, LLC;J & G SOLUTIONS LLC"
70Z03025QCLEV0009,2,2,1,1x1;2x1,0,1,0,77290.26,81589.20,76281.63,0,0,U.S. Coast Guard,DMYLES INC.;MARINE POLLUTION CONTROL CORP
70FBTX24Q00000003,2,2,,,0,0,0,55230.09,77424.69,-72374.25,0,0,Federal Emergency Management Agency,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.;MAXIMUS FEDERAL SERVICES, INC."
70Z03126RALAM2007,2,2,32,32x2,0,0,0,77400.00,77400.00,77400.00,0,0,U.S. Coast Guard,"FILLMORE CONTRACTS, LLC;SSMSS CONSULTING AND SOLUTIONS INCORPORATED"
70Z04026Q60552Y00,3,3,13,13x3,0,0,0,72539.00,72539.00,72539.00,0,0,U.S. Coast Guard,"A2Z ENVIRONMENTAL GROUP, LLC;IDEAL BALANCE LLC;IVIBEZ SOLUTIONS LLC"
34269PR250000070,2,2,1,1x2,0,1,0,42360.00,67335.00,67335.00,0,0,U.S. Coast Guard,"JBM TRAINING, L.L.C.;SHAW SHOOTING INC"
70Z02925QNEWO0008,2,2,6,6x1;10x1,0,0,0,33135.60,65115.60,65115.60,0,0,U.S. Coast Guard,LEGACY ONE PROPERTIES LLC;ROSS SERVICES CORPORATION
30292RFP250000036,2,2,16,16x1;14x1,0,0,0,64804.00,64804.00,64804.00,0,0,U.S. Coast Guard,A TO B CREATIONS INC;FEDERON PROCUREMENT SOLUTIONS
70T05023Q7900N001,2,2,1,1x1;2x1,0,1,0,60693.00,63932.11,-1286.35,0,0,Transportation Security Administration,"CHESAPEAKE LOCK & SAFE SERVICE CO.;LEADSONLINE, LLC"
70Z03826QE0000010,2,2,5,5x2,0,0,0,60555.25,60555.25,60555.25,0,0,U.S. Coast Guard,"LIFESAVING SYSTEMS LLC;SEAHORSE DEFENSE SUPPLY, LLC"
70Z08425Q000013,2,2,7,7x2,0,0,0,56630.00,56630.00,56630.00,0,0,U.S. Coast Guard,"MONMOUTH SOLUTIONS, INC;TECH O. R., LLC"
70Z04026Q60418Y00,2,2,11,11x1;10x1,0,0,0,56410.00,56410.00,56410.00,0,0,U.S. Coast Guard,ADAM N EVE SAFETY LLC;YF VENTURES LLC
70Z03826QE0000013,2,2,40,40x1;26x1,0,0,0,54719.00,54719.00,54719.00,0,0,U.S. Coast Guard,CHANGE BRIDGE LLC;SAMSTAR LLC
52040QPR250000099,2,2,11,11x2,0,0,0,25801.50,51448.50,25801.50,0,0,U.S. Coast Guard,"BASIL EQUIPMENT, INC.;SENTINEL SUPPLY CHAIN LLC"
70Z04025Q60762Y00,2,2,10,10x1;24x1,0,0,0,50000.00,50000.00,50000.00,0,0,U.S. Coast Guard,FED CREW INC;S I T CORPORATION
70Z02926QNEWO6140,2,2,4,4x1;1x1,0,0,0,34000.00,48870.00,48870.00,0,0,U.S. Coast Guard,"THE GATEWAY CO OF MISSOURI, LLC;ZEE MANAGEMENT BUSINESS ANALYSIS COMPANY LLC"
31140PR250000178,2,2,16,16x1;17x1,0,0,0,48800.00,48800.00,48800.00,0,0,U.S. Coast Guard,DEZZELOPER LLC;IT VISION NETWORKS INC
70Z02925QNEWO0010,2,2,8,8x1;4x1,0,0,0,28347.78,45864.78,45864.78,0,0,U.S. Coast Guard,PIPE DREAMS MARINE LLC;WAYNE BLANK CORPORATION
70FBR625Q00000042,2,2,14,14x2,0,0,0,42067.73,42067.73,42067.73,0,0,Federal Emergency Management Agency,"EGA LOGISTICS GROUP LLC;ONE TECH SOL, LLC"
70US0925Q70092423,2,2,1,1x2,0,1,0,21700.44,39720.44,39720.44,0,0,U.S. Secret Service,COBB-MARIETTA COLISEUM AND EXHIBIT HALL AUTHORITY;WINGS OVER THE ROCKIES AIR & SPACE MUSEUM
70Z02926QNEWO6056,2,2,17,17x1;3x1,0,0,0,24936.12,39696.12,39696.12,0,0,U.S. Coast Guard,"CLYDE JOSEPH ENTERPRISES, LLC;EAGLE INDUSTRIAL ELECTRIC LLC"
70Z02925QNEWO0000004,2,2,12,12x1;16x1,0,0,0,23449.25,38049.25,34449.25,0,0,U.S. Coast Guard,ATZ SOLUTION LLC;MESH-CONSULTS LTD COMPANY
70Z03826QK0000011,2,2,4,4x2,0,0,0,19691.05,37930.05,37930.05,0,0,U.S. Coast Guard,"AVIATION METALS OF NORTH CAROLINA, INC;WARNER METALS, INC"
Z1392625EXPAT0002,2,2,1,1x1;4x1,0,1,0,18944.00,36564.00,36564.00,0,0,U.S. Coast Guard,"AMBYTH SHIPPING MICRONESIA, INC.;WAYPOINT LLC"
70Z08525Q30010B00,2,2,22,22x1;25x1,0,0,0,34180.00,34180.00,34180.00,0,0,U.S. Coast Guard,DEZZELOPER LLC;S I T CORPORATION
70Z02926QNEWO6133,4,4,1,1x2;3x2,0,1,0,11800.00,33589.30,33589.30,0,0,U.S. Coast Guard,"ARCLIGHT DYNAMICS, LLC;DALMATION CARPET CARE LLC;HUNT VAC SERVICES, LLC;VALTEC HYDRAULICS, INC"
70RTAC21R00000003,30,15,637,637x30,0,0,0,5411.35,33306.75,33306.75,0,1,Office of Procurement Operations,"AKIRA TECHNOLOGIES INC.;ANACAPA MICRO PRODUCTS, INC.;CS GOVERNMENT SOLUTIONS, LLC;DIAMOND CAPTURE INFORMATION TECHNOLOGY SOLUTIONS LLC;DIGITAL TECHNOLOGIES, INC.;EPOCH CONCEPTS LLC"
70Z03625Q0006,2,2,3,3x1;16x1,0,0,0,21785.50,32085.50,32085.50,0,0,U.S. Coast Guard,"AJ LIAISONS LLC;DOR-MOR, INC."
70Z04026Q60437Y00,2,2,10,10x2,0,0,0,31200.00,31200.00,31200.00,0,0,U.S. Coast Guard,FILTRATECH FUEL SOLUTIONS LLC;HIDENIS GROUP LLC
70Z02925QNEWO0011,2,2,8,8x1;15x1,0,0,0,23489.00,30489.00,30489.00,0,0,U.S. Coast Guard,"LDE CONSULTING GROUP LLC;PATRIOT DIVERSIFIED, LLC"
70Z02925QNEWO0005,2,2,10,10x1;5x1,0,0,0,20500.00,28500.00,28500.00,0,0,U.S. Coast Guard,HANDYMENCH LLC;SONIAT & WILLOW INC
70Z08525Q242,2,2,3,3x1;4x1,0,0,0,13500.00,25000.00,25000.00,0,0,U.S. Coast Guard,"TECH O. R., LLC;USA GOVERNMENT CONTRACTING LLC"
70Z02425Q0000369,2,2,13,13x1;12x1,0,0,0,24259.48,24259.48,24259.48,0,0,U.S. Coast Guard,J&S INDUSTRY & CO LLP;PRC ACQUISITION COMPANY INC
20152792,2,2,24,24x2,0,0,0,24130.74,24130.74,24130.74,0,0,U.S. Customs and Border Protection,CAROLINA GROUND SERVICE EQUIPMENT INC;LUNA BLOOM LLC
70Z04026Q60424Y00,2,2,7,7x1;5x1,0,0,0,23058.00,23058.00,23058.00,0,0,U.S. Coast Guard,"LISTER CHAIN & FORGE INC;WASHINGTON CHAIN & SUPPLY, INC."
70Z08525Q40092B00,2,2,3,3x1;1x1,0,0,0,19500.00,19500.00,19500.00,0,0,U.S. Coast Guard,"CHESAPEAKE MACHINING & FABRICATION, INC.;TURQUOISE AMERICA.LLC"
70Z03826QJ0000022,2,2,7,7x2,0,0,0,18960.00,18960.00,18960.00,0,0,U.S. Coast Guard,"ALL-SYSTEM AEROSPACE INTERNATIONAL, INC.;BROWN HELICOPTER, INC."
RFQ1760150,2,2,4,4x2,0,0,0,17922.00,17922.00,17922.00,0,0,U.S. Coast Guard,CHARTER BUS PROS INC;US BUS CHARTER & LIMO INC
70Z08125QELIZ0025,2,2,11,11x1;12x1,0,0,0,16854.34,16854.34,16854.34,0,0,U.S. Coast Guard,"MCCRAY GROUP VENTURES LLC;PUROLOGIX WATER SERVICES, INC"
31140PR250000181,2,2,16,16x2,0,0,0,16288.06,16288.06,16288.06,0,0,U.S. Coast Guard,FED CREW INC;KAY KAY LLC
70Z04026Q60529Y00,2,2,42,42x1;41x1,0,0,0,15291.00,15291.00,15291.00,0,0,U.S. Coast Guard,"GOVCREST INC;MONMOUTH SOLUTIONS, INC"
70Z08822RESDV0001,2,2,12,12x2,0,0,0,1.00,2.00,0,1990909.85,1,U.S. Coast Guard,NORTHERN PRIDE COMMUNICATIONS INC;SEMPER TEK INC
70FB7026R00000010,2,2,,,0,0,0,0,0.00,0.00,0,0,Federal Emergency Management Agency,"AMERIQUAL GROUP LLC;SO-PAK-CO, INC"
70RTAC21Q00000018,2,2,3,3x2,0,0,0,0,0.00,0,0,1,Office of Procurement Operations,CONSTELLATION INC;S C & A INC
70SBUR20Q00000003,2,2,3,3x2,0,0,0,0,0.00,0,0,1,U.S. Citizenship and Immigration Services,LIONBRIDGE GLOBAL SOLUTIONS II INC.;TRANSPERFECT TRANSLATIONS INTERNATIONAL INC
HSCEMS13Q00015,2,2,3,3x2,0,0,0,0,0.00,0,0,1,U.S. Immigration and Customs Enforcement,"BNA TRAINING & IT SOLUTIONS, INC.;MANAGEMENT CONCEPTS, INC"
HSHQDC-11-Q-00002,3,3,8,8x3,0,0,0,0,0.00,0,-397.87,1,Office of Procurement Operations,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A, INC.;LEXMARK INTERNATIONAL, INC.;XEROX CORPORATION"
