license_num,legal_holder,dba,address,license_type,scope_class,source_label_segment,source_label_family,source_license_types,source_license_categories,license_type_literal_flags,restriction_label_state,source_label_classification_status,source_label_classification_notes,roster_status,expires,location_comments,premises_description,finance_keyword_marker_any_field,finance_marker_field_names,historical_granted_pledge_in_window,holder_id,owner_group,capital_category,documented_pe_group_affiliation,ownership_status,ownership_reviewed,relationship,scale_band,equity_ownership_disclaimed_by_group,corporate_officer_evidence,corporate_officer_note,current_ucc_status,current_ucc_occurrences,lapsed_ucc_status,lapsed_ucc_occurrences,name_mode_review_reasons,collateral_status,reconciled_history_count,reconciled_history_entry_count,reconciled_history_prior_complete_original_pdf_count,reconciled_history_pending_original_pdf_count,reconciled_history_pending_amendment_pdf_count,reconciled_history_status,transfer_status,pledge_status,event_count,transfer_count,transfer_application_disposition_count,transfer_granted_count,pledge_count,pledge_application_disposition_count,pledge_granted_count,pledge_release_count,transfer_revocation_notice_count,ownership_interest_count,ownership_interest_granted_count,ownership_interest_entity_conversion_count,ownership_interest_status,ownership_interest_notice_count,ownership_interest_notice_status,history_source_notice_count,history_proposal_or_unresolved_outcome_count,judgment_attachment_observation_count,notes,source_urls
LB-126410,"TASTES ON THE FLY LOGAN, LLC",STEPHANIE'S,"-  Logan Airport, Terminal B ",CV7 All Alc. Airp.,alcohol_license,airport_labeled,common_victualler,CV7 All Alc. Airp.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,Airport label takes primary-segment precedence; secondary source family is retained.,Active,2026-12-31,"FULL SERVICE RESTAURANT WITH DINING AREA AND BAR ON ONE FLOOR, WITH FULL SERVICE KITCHEN AND STORAGE AREA.","FULL SERVICE RESTAURANT WITH DINING AREA AND BAR ON ONE FLOOR, WITH FULL SERVICE KITCHEN AND STORAGE AREA.",False,,False,BH-0cd7b0cb5035bd42,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-126508,"BOOZE N BOULA, LLC",BELLE ISLE WINE & SPIRITS,1144-  Saratoga ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"ONE ROOM; ENTRANCE IN FRONT; EGRESS IN REAR-SIDE; BATHROOM IN REAR, REFRIGERATION AND STORAGE IN REAR.","ONE ROOM; ENTRANCE IN FRONT; EGRESS IN REAR-SIDE; BATHROOM IN REAR, REFRIGERATION AND STORAGE IN REAR.",False,,False,BH-663372cababfa6d3,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Board acknowledged granted petition to open 10 00 m on Sundays,https://data.boston.gov/dataset/licensing-board-licenses
LB-126649,"UNITED AIRLINES, INC.",UNITED CLUB,-  Logan Airport Terminal B ,CV7 All Alc. Airp.,alcohol_license,airport_labeled,common_victualler,CV7 All Alc. Airp.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,Airport label takes primary-segment precedence; secondary source family is retained.,Active,2026-12-31,"A COMMERCIAL CLUB DESIGNATION UNDER CMR 204-2.15 (1). APPROXIMATELY 9070 SF CLUB IN TERMINAL B OF LOGAN AIRPORT INCLUDING BAR, LOUNGE, CAFE, CONFERENCE BUSINESS CENTERS AND STORAGE.",,False,,False,BH-054c72c39e77e4ff,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Board granted permission to begin alcohol service on Sundays 10 00 M,https://data.boston.gov/dataset/licensing-board-licenses
LB-127503,SPEEDY MARKET INC.,Speedy Market,4899-  Washington ST,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"Single story building containing approximately 2000 square feet of retail space including a walk-in cooler, counter, storage, office, restrooms, two entrances, one exit.","Single story building containing approximately 2000 square feet of retail space including a walk-in cooler, counter, storage, office, restrooms, two entrances, one exit.",False,,False,BH-2c556645d1e1b362,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Board acknowledges granted petition to open 10 m on Sundays,https://data.boston.gov/dataset/licensing-board-licenses
LB-128814,"255 NEWBURY, INC.",“La Neta” and “Sabina”,255-  Newbury ST,CV7 All Alc.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"2,350SF interior on basement levels of 255 and 253 Newbury Street Boston MA (indoor seating capacity of 46) with 400SF outdoor annual (weather permitting) patio (8 people) on private property closing hour 10PM. Kitchen, storage and bathrooms located in rear of restaurant; 4 means of egress, two in the front of the restaurant and two in the rear.",False,,False,BH-778be8f5e3b25ffc,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Index complete — no query matches,0,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Monday through Sunday – 1AM closing inside 10PM patio Capacity Breakdown 253 Newbury 26 persons 8 outsideCapacity 255 23,https://data.boston.gov/dataset/licensing-board-licenses | https://corp.sec.state.ma.us/CorpWeb/UCCSearch/UCCSearchResults.aspx?sysvalue=ORIhMVYRub09EF9n4TWp2YHrUO62ErYNEY2LWxdD8P4-
LB-129675,Punjab Foods Inc.,Tikki Masala Indian Restaurant,3706-  Washington ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one large room on first floor with kitchen on the left and storage in the basement. 2 exits: 1 in front and 1 in back.,IN ONE LARGE ROOM ON THE FIRST FLOOR WITH KITCHEN ON THE LEFT AND STORAGE IN THE BASEMENT.  2 EXITS: 1 IN FRONT AND 1 IN BACK.,False,,False,BH-68af7f041236d0d3,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 Alcoholic Beverages to be served only in conjunction with meals,https://data.boston.gov/dataset/licensing-board-licenses
LB-130749,"Romerito Liquors, Inc.",Punta Cana Market,168-  Belgrade AV,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,Single room convenience store with shelving and beverage refrigerators; one exit in the front and one in the rear.,SINGLE ROOM CONVENIENCE STORE WITH SHELVING AND BEVERAGE REFRIGERATORS; ONE EXIT IN THE FRONT AND ONE IN THE REAR.,False,,False,BH-aa135be0f4816993,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application granted,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,2,2,2,2,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: No nips no singles,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%202.25.21.pdf#page=5 | https://www.boston.gov/sites/default/files/file/2024/05/Updated%20Voting%20Minutes%203-28-24.docx_1.pdf#page=8
LB-130760,"WHOLE FOODS MARKET GROUP, INC.",Whole Foods Market,348-  Harrison AV,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,Supermarket on the first floor with the display of alcohol to occur on shelves and in display cases; point of sale of alcohol will be at the cash registers.,,False,,False,BH-692d520fe807a037,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,1,1,1,Ownership-interest application — granted,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,2 roster rows share this license number; source lineage retained. | Roster comment: Board acknowledged granted petition to open 10 00 m on Sundays,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf#page=9
LB-133944,"FIRST BOSTON TEN PIN, INC.",Boston Bowl,820-  William T Morrissey BL,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"In one room on the first floor; kitchen in the rear, storage, pizza patio inside of the bowling alley, boutique area with a bar and six stools.",,False,,False,BH-4504014b9f622fc6,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Condition Licensee has notified Board use armed security,https://data.boston.gov/dataset/licensing-board-licenses
LB-134078,"584 TREMONT, INC.",Metropolis Cafe,584-  Tremont ST,CV7 All Alc. Restrict.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc. Restrict.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"First floor 40 seat dining room with small bar, kitchen & bathroom. Basement with prep kitchen, storage, office and refrigeration.",,False,,False,BH-b2d6dd9c9eb0a959,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Index complete — candidates found,2,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses | https://corp.sec.state.ma.us/CorpWeb/UCCSearch/UCCSearchResults.aspx?sysvalue=ORIhMVYRub09EF9n4TWp2YHrUO62ErYNEY2LWxdD8P4-
LB-134966,"Anthony's Restaurant Group, LLC",Antonio's Bacaro,5-  Fairmount AV,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"In one large room on the first floor, with kitchen, prep & storage in back and one bar with 8 seats in the dining room in front. Entrance and exit in the rear and front.",,False,,False,BH-6eb901f1aa6ae511,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-134971,"South Street Group, Inc.",Derna's,753-  South ST,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"In two rooms on first floor, with a bar with 12 seats, kitchen in rear. Food prep & storage in basement. Also to include an outdoor patio on private property with seating for 48 between the hours of 6:00 a.m. - 1:00 a.m.","In two rooms on first floor, with a bar with 12 seats, kitchen in rear. Food prep & storage in basement. Also to include an outdoor patio on private property with seating for 48 between the hours of 6:00 a.m. - 1:00 a.m.

90 PERSONS/ TOTAL (42 INDOORS & 48 OUTSIDE SEATING)",False,,False,BH-f67d0b90e8b6e92a,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-134980,SANTA'S FOOD CORPORATION,Ricon Caribeno Restaurant,18-  Fairmount AV,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"Two (2) floors Total square footage is 2,004 sq. ft. Downstairs: kitchen, office, employee room, cooler, storage and liquor storage. Upstairs: Bar and sitting area for patrons. 3 exits 1 entrance.",False,,False,BH-5b7255385612be78,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-135034,"PHO LE, LLC",Pho Le Restaurant,1356-  Dorchester AV,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"Open spaced dining room approximately 2500 square feet. One front entrance/exit and two other exits - one is towards the left side of the dining room and the other is towards the right, through the kitchen with service bar to the right of the exit.",,False,,False,BH-aa7b2e74a8a48542,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-135168,"BIG TIME BOSTON FOOD, INC.",Estragon,700-  Harrison AV,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,In one room on first floor with kitchen & storage & office in rear; main entrance on Harrison Ave. & emergency exit to alley in rear & to include an outdoor seasonal patio from April through October for 10 patrons on private property between the hours of 10:00 a.m. - 11:00 p.m.,,False,,False,BH-36936911256ac0ae,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-135812,"JV Kitchen, LLC",El Barrio Mexican Grill,1782-  Dorchester AV,CV7MWLN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7MWLN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"720 square foot restaurant with 6 tables and 18 seats. In one room with kitchen, basement for storage.",,False,,False,BH-33775429e70bfecc,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: <FONT size=5></FONT>,https://data.boston.gov/dataset/licensing-board-licenses
LB-137391,"HOLY CROSS INVESTMENTS, INC.",7-Eleven 33445B,200-  Seaport BL,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,1 floor of retail space on street level. Cooler at the back of the store. Storage located in the backroom. 1 entrance and exit at front of store.,,False,,False,BH-b0910faf1f772206,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Board acknowledged granted petition to open 10 00 m on Sundays,https://data.boston.gov/dataset/licensing-board-licenses
LB-138282,STRIDE CORPORATION,Sava's Market,150-  Bennington ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,On street level of a two story building with storage in the basement.  Has a single entrance in the front and a single exit on the left side.,,False,,False,BH-dfc262f91c5b6901,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,1,1,0,Ownership-interest application — granted,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: May start sales on Sundays 10 00 m CONDITION NO NIPS,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf#page=6
LB-138680,MDM Wine4 LLC,VINODIVINO,175-0  Cambridge ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"Approximately 1,275 square feet of space on the ground level with storage. Main entrance/exit from parking lot.",,False,,True,BH-a5c6873623c98102,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application granted,Pledge application granted,2,1,1,1,1,1,1,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: No sale nips or singles,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2023/07/Voting%20Minutes%207-20-23.docx.pdf#page=9
