license_num,legal_holder,dba,address,license_type,scope_class,source_label_segment,source_label_family,source_license_types,source_license_categories,license_type_literal_flags,restriction_label_state,source_label_classification_status,source_label_classification_notes,roster_status,expires,location_comments,premises_description,finance_keyword_marker_any_field,finance_marker_field_names,historical_granted_pledge_in_window,holder_id,owner_group,capital_category,documented_pe_group_affiliation,ownership_status,ownership_reviewed,relationship,scale_band,equity_ownership_disclaimed_by_group,corporate_officer_evidence,corporate_officer_note,current_ucc_status,current_ucc_occurrences,lapsed_ucc_status,lapsed_ucc_occurrences,name_mode_review_reasons,collateral_status,reconciled_history_count,reconciled_history_entry_count,reconciled_history_prior_complete_original_pdf_count,reconciled_history_pending_original_pdf_count,reconciled_history_pending_amendment_pdf_count,reconciled_history_status,transfer_status,pledge_status,event_count,transfer_count,transfer_application_disposition_count,transfer_granted_count,pledge_count,pledge_application_disposition_count,pledge_granted_count,pledge_release_count,transfer_revocation_notice_count,ownership_interest_count,ownership_interest_granted_count,ownership_interest_entity_conversion_count,ownership_interest_status,ownership_interest_notice_count,ownership_interest_notice_status,history_source_notice_count,history_proposal_or_unresolved_outcome_count,judgment_attachment_observation_count,notes,source_urls
LB-590954,"Minina Cafe, Inc.",Minina Cafe,432-  Geneva AV,CV7 Malt Wine by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,Single story building on the 1st floor: 2 rooms with table seating in front (capacity 16) and kitchen in rear; entrance in front and exit in rear. total 640 sq. ft.,False,,False,BH-09b9d7dccd3a7227,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Special Legislation Zip Code Restricted Wines amp Malt Alcoholic Beverages License Chapter 202 year 2024,https://data.boston.gov/dataset/licensing-board-licenses
LB-590956,"Chamas Mart & Convenience Store, Inc.",,198-  Humboldt AV,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"The premises consists of 1,600 sq ft with the first floor commercial space. There is one entrance and 2 exits. There is one bathroom and a cleaning room.",False,,False,BH-dbcf34c11507371a,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-592796,"Sontu & Sabuj Market, Inc.",Sontu & Sabuj Market,1595-1609  Blue Hill AV,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"Premise known as 1597 Blue Hill Ave, Mattapan, MA 02126; Approximately 1551 Sq ft on one level of a shared building with single entrance and exit. Entrance/Exit is stand alone from other businesses. It has two aisles lined with stand up shelves. There is an office in the rear and a register countert","Premise known as 1597 Blue Hill Ave, Mattapan, MA 02126; Approximately 1551 Sq ft on one level of a shared building with single entrance and exit. Entrance/Exit is stand alone from other businesses. It has two aisles lined with stand up shelves. There is an office in the rear and a register countertop on the left as you walk in the door.",False,,False,BH-f8223c786de17e60,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: No increase to amount floor space dedicated alcohol or changes floorplan on file with Board without approval Licensee must have copy approved premises all times,https://data.boston.gov/dataset/licensing-board-licenses
LB-592801,Con Rua LLC,Mo's Tavern & Kitchen,571-575  Washington ST,CV & All Alc Oak Sq Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV & All Alc Oak Sq Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"Premise known as 575 Washington St, Brighton, MA 02135; 1200 Sq. ft upscale gastropub on a single story, with one main entrance and two exits. Will include an open floor plan with a long bar with up to 20 seats as well as booths, banquettes and high-top seating for up to 50 guests. There will be an open kitchen located in the rear of the space. There are 2 ADA compliant bathrooms. In the basement there will be an office, a walk-in cooler & storage.",False,,False,BH-bad608025dc8964d,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: OAK SQUARE RESTRICTED ALL ALCOHOLIC BEVERAGES SPECIAL LEGISLATION CHAPTER 202 YEAR 2024Temp closed Do Not Issue Await Docs NOT OPEN YET,https://data.boston.gov/dataset/licensing-board-licenses
LB-592810,"Cool Shade Jamaican Restaurant, LLC",Cool Shade Jamaican Restaurant,388-  Blue Hill AV,CV7 All Alc by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"Cool Shade Jamaican restaurant is a 2800SF restaurant located on first floor with 2 entrances and 2 exits. Dining area with seating for 18 in the front of the space, restroom in the rear of the space, and kitchen in the rear and right of the space. Alcohol will be stored in the kitchen area and will only be accessible by staff.",False,,False,BH-27617e77f6b10dd2,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: ZIP CODE RESTRICTED SPECIAL LEGISLATION CHAPTER 202 ACTS YEAR 2024,https://data.boston.gov/dataset/licensing-board-licenses
LB-592817,AAA Restaurant LLC,AAA Restaurant,3141-  Washington ST,CV7 All Alc by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"1186SF Restaurant on a single-floor building with 1 entrance/1 exit. Upon entering, there is a dining area with seating for approximately 19, a service counter, kitchen and two restrooms in the rear. Basement is approximately 500SF for storage only.",False,,False,BH-54d957f0f67d6232,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,2 roster rows share this license number; source lineage retained. | Roster comment: ZIP CODE RESTRICTED SPECIAL LEGISLATION CHAPTER 202 ACTS 2024,https://data.boston.gov/dataset/licensing-board-licenses
LB-592818,The Weston Way LLC,,300-  Warren ST,CV7 All Alc by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"1,720SF restaurant space located on the 1st floor of a mixed-use building with 1 entrance and 3 exits. Main dining area in front of space with tables and seating for approximately 180; bar with seating for approximately 11. Kitchen in rear of space, along with 2 restrooms, and 2,250 sq of storage in the basement (for storage only).",False,,False,BH-eb6029fdbdf5681a,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: ZIP CODE RESTRICTED ALL ALCHOLIC BEVERAGES LICENSE SPECIAL LEGISLATION CHAPTER 202 ACTS YEAR 2024 2026 HAS NOT COMMENED OPERATIONS Do Not Issue Docs Needed,https://data.boston.gov/dataset/licensing-board-licenses
LB-592854,Gourmet Kreyol LLC,Doune & Pepe,657-  Washington ST,CV7 All Alc by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"1,053SF Restaurant space on 2 floors with 1 entrance and 3 exits. First floor includes a dining area with seating for approximately 49, kitchen/food prep area, and 1 restroom. Basement includes (3)dry storage rooms, walk-in cooler, walk-in freezer, prep area and and additional restroom for employees only with1,053 sf of basement space. Total sf of both the restaurant and the basement floor 2,106 sf.",False,,False,BH-a1a08e7a399f4ce5,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Do not issue Temp Closed Needs DocsZIP CODE RESTRICTED CV7ALZ SPECIAL LEGISLATION CHAPTER 202 YEAR 2024 ALL ALCOHOLIC BEVERAGES,https://data.boston.gov/dataset/licensing-board-licenses
LB-593663,"Angoori, Inc.",Allston Market,169-  Harvard AV,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"3000 square footage convenience store on 1 floor with 1 entrance and 1 exit. Alcohol to be displayed per included floor plan with storage in the rear. Includes a private bathroom, not open to the public.",False,,False,BH-eee5e8e82b4c0af8,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-593664,"Boston Pickle Club, Inc.",Boston Pickle Club,91-  Sprague ST,CV7 Malt Wine by Zip Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine by Zip Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,,"Approximately 20,000 sq. ft. indoor pickleball facility in 2 rooms with 6 pickleball courts, locker rooms, bathrooms and warmup area in the rear room and 1 pickleball court, front desk, merchandise area, lounge area with seating for patrons, food service area with kitchenette for preparing and serving and storage area in front room with 1 entrance and 5 exits.",False,,False,BH-6975d38304edd7ce,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: ZIP CODE RESTRICTED WINES amp MALT ALCOHOLIC BEVERAGES SPECIAL LEGISLATION CHAPTER 202 YEAR 2024 Break down Pickle Ball Courts 48 occ Seating 24 Standing 117 Total Occupants 189,https://data.boston.gov/dataset/licensing-board-licenses
LB-593697,"A&G Liquor Store, LLC",,170-  South ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,468 SF retail space in a single story building with 1 entrance/1 exit. Various shelving units throughout the space. Refrigerators/coolers along the right rear side of space. 500 SF basement for storage. Total SF is 968 SF.,False,,False,BH-5df915cc043f6e86,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 No nips miniature bottles 2 singles 3 Licensee must maintain an ID Scanner on premises,https://data.boston.gov/dataset/licensing-board-licenses
LB-594990,"Seaport 50 Hospitality, LLC",Tacos El Chikis,50-  Northern AV,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"Sales Counter, and walk-in cooler for storage of products in approximately 156 square feet with one
entrance and one exit.",False,,False,BH-3e89f82d97bf0b75,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-595016,"Petrova Chocolates, LLC",Petrova Chcolates,63-  Salem ST,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"Premise located at 61 Salem St. Boston, MA 02113","Premise located at 61 Salem St. Boston, MA 02113; 1,575 sf total: approx. 575sf on ground floor, one main entrance/exit on Salem St. 1000sf basement for storage, office, private restroom.",False,,False,BH-f15dcec4557a24e5,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-595019,"Flores Mantilla, Inc.",Flores Mantilla,595-  Tremont ST,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,Retail store on lower level of building located at 595 Tremont Street; Retail space is approximately 750 sq. ft. with storage in the basement that is approximately 750 sq. ft.; Two entrances and two exits.,False,,False,BH-6d50598465653b4d,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-595024,"490 Harrison Restaurant, LLC",Capri,478-498  Harrison AV,CV7 All Alc. Restrict.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc. Restrict.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"Premise located at 480-490 Harrison Ave Boston, MA 02118.","Premise located at 480-490 Harrison Ave Boston, MA 02118.; 8,000 SF full service restaurant, 2 floors, 2 entrances and 6 exits. The first floor consists of a dining room, bar with seating for 143 and 20 standing, wine room and bev. station. The lower level consists of a dining room, kitchen, storage, restrooms, service bar with seating for 40. Also a 3100 SF year-round patio on private property with a dining area and bar capacity of 234 with a closing time of 1 a.m.",False,,False,BH-d451df6cc8af2433,Broadway Restaurant Group (Boston),Equity backing unresolved,False,Primary operator affiliation; roster crosswalk with stated variants,True,operator_group_affiliation,6–19 verified associated Boston venues,,,,Index complete — candidates found,2,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: RESTRICTED SPECIAL LEGISLATION CHAPTER 383 ACTS YEAR 2006 |  Official500 Harrison versus roster478–498; distinct Capri DBA and 490 Harrison Restaurant LLC; precise premise boundaries not resolved. | Distinct from PE-backed Broadway Hospitality Group/Tavern. Current complete equity schedule and exhaustive group portfolio unresolved; portfolio affiliations do not establish identical members at each LLC.,https://data.boston.gov/dataset/licensing-board-licenses | https://corp.sec.state.ma.us/CorpWeb/UCCSearch/UCCSearchResults.aspx?sysvalue=ORIhMVYRub09EF9n4TWp2YHrUO62ErYNEY2LWxdD8P4- | https://nantucketwinefestival.com/participants/dixon/ | https://www.fkia.boston/projects/capri | https://www.fkia.boston/projects/hunters | https://www.fkia.boston/projects/loco | https://www.fkia.boston/projects/prima | https://www.fkia.boston/projects/waverly | https://www.capriboston.com/location/capriboston/
