holder_id,business_name,holder_key,license_numbers,dbas,scope_classes,query,current_state,lapsed_state
BH-606b8f1e914d76e4,"SAHIL ENTERPRISES, INC.",SAHILENTERPRISESINC,"[""LB-101868""]","[""QUALITY LIQUORS""]","[""alcohol_license""]",SAHIL ENTERPRISES,pending,pending
BH-c3c9b427c9e90dca,Sam Maverick Inc.,SAMMAVERICKINC,"[""LB-144988""]","[""LUCY'S AMERICAN TAVERN""]","[""alcohol_license""]",Sam Maverick,pending,pending
BH-27ec306df27bf518,"Sanbada Allston, LLC",SANBADAALLSTONLLC,"[""LB-98955""]","[""Jinjee, Sanbada, Bombbada""]","[""alcohol_license""]",Sanbada Allston,pending,pending
BH-95ee09e8e66e289e,SANDY RIDGE CORP.,SANDYRIDGECORP,"[""LB-101890""]","[""LIQUOR LAND""]","[""alcohol_license""]",SANDY RIDGE,pending,pending
BH-5ce514d0b94f02a9,Santa Fe Burrito Grill East Boston LLC,SANTAFEBURRITOGRILLEASTBOSTONLLC,"[""LB-99370""]","[""Santa Fe Burrito Grill""]","[""alcohol_license""]",Santa Fe Burrito Grill East Boston,pending,pending
BH-5b7255385612be78,SANTA'S FOOD CORPORATION,SANTASFOODCORPORATION,"[""LB-134980""]","[""Ricon Caribeno Restaurant""]","[""alcohol_license""]",SANTA'S FOOD,pending,pending
BH-32428f1949da2ceb,Sarva Foods LLC,SARVAFOODSLLC,"[""LB-99640""]","[""Sarva Cafe""]","[""alcohol_license""]",Sarva Foods,pending,pending
BH-6ece706efc72fe67,Savin Crossing LLC.,SAVINCROSSINGLLC,"[""LB-445209""]","[""The Nightly""]","[""alcohol_license""]",Savin Crossing,pending,pending
BH-fcf4e07b5cd04c80,SAVIN HILL YACHT CLUB,SAVINHILLYACHTCLUB,"[""LB-98786""]",[],"[""alcohol_license""]",SAVIN HILL YACHT CLUB,pending,pending
BH-5a5dda6a34ed4add,"SAVIN RESTAURANT, LLC",SAVINRESTAURANTLLC,"[""LB-99211""]","[""Savin Hill Bar & Kitchen and Ghostpepper Taqueria""]","[""alcohol_license""]",SAVIN RESTAURANT,pending,pending
BH-6c6e6ca8b53dcdff,"Savr Restaurant, LLC",SAVRRESTAURANTLLC,"[""LB-99182""]","[""Savr Restaurant""]","[""alcohol_license""]",Savr Restaurant,pending,pending
BH-bfb9c51eb28d712d,"SB 201 Brookline Ave, LLC",SB201BROOKLINEAVELLC,"[""LB-99633""]","[""Shy Bird""]","[""alcohol_license""]",SB 201 Brookline Ave,pending,pending
BH-09eb674ca08ccbf8,"SC Commons, LLC",SCCOMMONSLLC,"[""LB-99433""]","[""SHAKING CRAB""]","[""alcohol_license""]",SC Commons,pending,pending
BH-d2adab0ce855d326,Scire Fruit,SCIREFRUIT,"[""LB-476651""]","[""Going Bananas Market""]","[""alcohol_license""]",Scire Fruit,pending,pending
BH-5499cf30387018a4,"SC JM BOSTON BEVERAGE COMPANY, INC.",SCJMBOSTONBEVERAGECOMPANYINC,"[""LB-99319""]","[""FOUR SEASONS AT ONE DALTON""]","[""alcohol_license""]",SC JM BOSTON BEVERAGE COMPANY,pending,pending
BH-d0f8d05eae7ca8a0,Scobie’s LLC,SCOBIESLLC,"[""LB-99453""]","[""Scobie’s""]","[""alcohol_license""]",Scobie’s,pending,pending
BH-0aa9fd18b08cae2f,SCOPA LLC,SCOPALLC,"[""LB-144137""]","[""Cafe Amaro""]","[""alcohol_license""]",SCOPA,pending,pending
BH-f9090f1f639a2d01,SDK Liquors Corp,SDKLIQUORSCORP,"[""LB-101962""]","[""CREST LIQUORS""]","[""alcohol_license""]",SDK Liquors,pending,pending
BH-f70a449dd42f0cc0,"SEAPOINT, INC.",SEAPOINTINC,"[""LB-99398""]","[""THE SEAPOINT""]","[""alcohol_license""]",SEAPOINT,pending,pending
BH-3e89f82d97bf0b75,"Seaport 50 Hospitality, LLC",SEAPORT50HOSPITALITYLLC,"[""LB-594990""]","[""Tacos El Chikis""]","[""alcohol_license""]",Seaport 50 Hospitality,pending,pending
BH-52823ec976488f89,"Seaport Food and Beverage, LLC",SEAPORTFOODANDBEVERAGELLC,"[""LB-378411""]",[],"[""alcohol_license""]",Seaport Food and Beverage,pending,pending
BH-1803408851a3f6e6,"SEAPORT HOSPITALITY, INC.",SEAPORTHOSPITALITYINC,"[""LB-99041""]",[],"[""alcohol_license""]",SEAPORT HOSPITALITY,pending,pending
BH-8f4930e0ba10afcb,SEAPORT HOTEL LIMITED PARTNERSHIP,SEAPORTHOTELLIMITEDPARTNERSHIP,"[""LB-101647""]","[""SEAPORT HOTEL""]","[""alcohol_license""]",SEAPORT HOTEL LIMITED PARTNERSHIP,pending,pending
BH-bb93f11aa59c6968,"SELECT HOSPITALITY, LLC",SELECTHOSPITALITYLLC,"[""LB-99585""]","[""Little Whale Oyster Bar""]","[""alcohol_license""]",SELECT HOSPITALITY,pending,pending
BH-84d152ed82315138,"Select Oyster, LLC",SELECTOYSTERLLC,"[""LB-98940""]","[""SELECT OYSTER""]","[""alcohol_license""]",Select Oyster,pending,pending
BH-af84d7c8c2efa925,Selfup LLC,SELFUPLLC,"[""LB-99562""]","[""Self Up Cooking Class""]","[""alcohol_license""]",Selfup,pending,pending
BH-04dfe4f91901d04e,"SERVIA, LLC",SERVIALLC,"[""LB-99363""]","[""SERVIA""]","[""alcohol_license""]",SERVIA,pending,pending
BH-dbc06ce35be43589,"SEVENS ALE HOUSE, INC.",SEVENSALEHOUSEINC,"[""LB-99517""]","[""THE SEVENS""]","[""alcohol_license""]",SEVENS ALE HOUSE,pending,pending
BH-594ae5532bf13557,"SGH Seaport, LLC",SGHSEAPORTLLC,"[""LB-98891""]","[""Bambola!""]","[""alcohol_license""]",SGH Seaport,pending,pending
BH-29697a05da7924e1,"Shaboo Bee, Inc.",SHABOOBEEINC,"[""LB-102059""]","[""Cloverdale Farms""]","[""alcohol_license""]",Shaboo Bee,pending,pending
BH-8f75de509c363df7,"Shake Shack Massachusetts, LLC",SHAKESHACKMASSACHUSETTSLLC,"[""LB-99791""]","[""SHAKE SHACK""]","[""alcohol_license""]",Shake Shack Massachusetts,pending,pending
BH-1e57815406f11892,SHAKE SHACK NEWBURY STREET BOSTON LLC,SHAKESHACKNEWBURYSTREETBOSTONLLC,"[""LB-99539""]","[""SHAKE SHACK""]","[""alcohol_license""]",SHAKE SHACK NEWBURY STREET BOSTON,pending,pending
BH-25a4f4aae37d019f,SHAKE SHACK SEAPORT BOSTON LLC,SHAKESHACKSEAPORTBOSTONLLC,"[""LB-99834""]","[""Shake Shack""]","[""alcohol_license""]",SHAKE SHACK SEAPORT BOSTON,pending,pending
BH-a8c04d4ea3eb22c1,Shamrock Boston LLC,SHAMROCKBOSTONLLC,"[""LB-99059""]","[""Shamrock Pub""]","[""alcohol_license""]",Shamrock Boston,pending,pending
BH-ded95f4334b3dbfe,SHANGHAI RESTAURANT & BAR CORPORATION,SHANGHAIRESTAURANTBARCORPORATION,"[""LB-99260""]","[""to: GENKI YA OF BOSTON""]","[""alcohol_license""]",SHANGHAI RESTAURANT & BAR,pending,pending
BH-435c32399c758f21,"SHANNON TAVERN, INC.",SHANNONTAVERNINC,"[""LB-99344""]","[""SHANNON TAVERN""]","[""alcohol_license""]",SHANNON TAVERN,pending,pending
BH-237f774256e3c283,"SHANTI BOSTON, LLC",SHANTIBOSTONLLC,"[""LB-119003"", ""LB-143515""]","[""Dudley Coffee & Convenience"", ""Shanti""]","[""alcohol_license""]",SHANTI BOSTON,pending,pending
BH-5a9c4c2d471cc36e,"Shawmut Hudson, LLC",SHAWMUTHUDSONLLC,"[""LB-408189""]","[""Trillium""]","[""alcohol_license""]",Shawmut Hudson,pending,pending
BH-e07762a052049d3e,"SHAW'S SUPERMARKETS, INC.",SHAWSSUPERMARKETSINC,"[""LB-101983""]","[""Star Market""]","[""alcohol_license""]",SHAW'S SUPERMARKETS,pending,pending
BH-24196181d6d90388,"SHEA & CO., INC.",SHEACOINC,"[""LB-104346""]","[""SHEA'S TAVERN""]","[""alcohol_license""]",SHEA & CO.,pending,pending
BH-2b99354ac6fe46ee,"S&H Fuel, Inc",SHFUELINC,"[""LB-158623""]","[""lanzillis Groceria""]","[""alcohol_license""]",S&H Fuel,pending,pending
BH-78c79be38f00a8bd,SHIN HA INC.,SHINHAINC,"[""LB-99805""]","[""KOREAN GARDEN""]","[""alcohol_license""]",SHIN HA,pending,pending
BH-303c6b3340ffb5c5,Shin Hakata Ramen Corp.,SHINHAKATARAMENCORP,"[""LB-99746""]","[""Berklee Noodles Factory""]","[""alcohol_license""]",Shin Hakata Ramen,pending,pending
BH-0f3db21af03bb782,"Shin, Inc.",SHININC,"[""LB-155925""]","[""Oppa Sushi""]","[""alcohol_license""]",Shin,pending,pending
BH-a2fca718e54f803d,Shippy's Inc.,SHIPPYSINC,"[""LB-334563""]","[""Beacon Street Liquors""]","[""alcohol_license""]",Shippy's,pending,pending
BH-0283fd14ef818f85,Shippys Retail Inc.,SHIPPYSRETAILINC,"[""LB-102021""]","[""Commonwealth Market""]","[""alcohol_license""]",Shippys Retail,pending,pending
BH-59121d0ccf470559,SHIV PARK CORP,SHIVPARKCORP,"[""LB-101944""]","[""RICHARD'S WINE AND SPIRITS""]","[""alcohol_license""]",SHIV PARK,pending,pending
BH-b4f386ea29f74c29,Shiv Quik Pik Inc.,SHIVQUIKPIKINC,"[""LB-139771""]","[""Huntington Market""]","[""alcohol_license""]",Shiv Quik Pik,pending,pending
BH-7530f21ffd722542,"SHIVVANSH, LLC",SHIVVANSHLLC,"[""LB-101866""]","[""SIMMONS LIQUOR""]","[""alcohol_license""]",SHIVVANSH,pending,pending
BH-c5c35cf964d59763,"S&H NORTH STATION, INC.",SHNORTHSTATIONINC,"[""LB-101982""]","[""NORTH STATION LIQUORS""]","[""alcohol_license""]",S&H NORTH STATION,pending,pending
BH-af740ad413b83327,Shoyu Boston LLC,SHOYUBOSTONLLC,"[""LB-615293""]","[""Shoyu Boston""]","[""alcohol_license""]",Shoyu Boston,pending,pending
BH-a63ceae34355a88b,SHREE BRAHMA CORPORATION,SHREEBRAHMACORPORATION,"[""LB-101959""]","[""WINE BASKET & SPIRITS""]","[""alcohol_license""]",SHREE BRAHMA,pending,pending
BH-90aed1645f2ee0de,Shree Hanuman Corporation,SHREEHANUMANCORPORATION,"[""LB-142550""]","[""Seaport Wines and Spirits""]","[""alcohol_license""]",Shree Hanuman,pending,pending
BH-489a18cae3790ee6,"Shree Kano, Inc.",SHREEKANOINC,"[""LB-418633""]","[""Jamie's Variety""]","[""alcohol_license""]",Shree Kano,pending,pending
BH-1c582428da19250e,Shri Bhrahmani LLC,SHRIBHRAHMANILLC,"[""LB-102054""]","[""LA BENDICION  MARKET""]","[""alcohol_license""]",Shri Bhrahmani,pending,pending
BH-7274502620dfc1ed,Shri Saibaba Corp,SHRISAIBABACORP,"[""LB-101940""]","[""OAK SQUARE LIQUORS""]","[""alcohol_license""]",Shri Saibaba,pending,pending
BH-04b845b04f304c83,"SIEGAL & SONS INVESTMENTS, LTD.",SIEGALSONSINVESTMENTSLTD,"[""LB-101891""]","[""MARTY'S LIQUORS""]","[""alcohol_license""]","SIEGAL & SONS INVESTMENTS, LTD.",pending,pending
BH-9def9b46bcf53989,"SIG HOSPITALITY, LLC",SIGHOSPITALITYLLC,"[""LB-99253""]",[],"[""alcohol_license""]",SIG HOSPITALITY,pending,pending
BH-535ad25035a4206e,Silver Nickel LLC,SILVERNICKELLLC,"[""LB-445823""]","[""Union Park Pizza""]","[""alcohol_license""]",Silver Nickel,pending,pending
BH-d2f22d68c08cd861,"SIMONS' PACKAGE STORE, INC.",SIMONSPACKAGESTOREINC,"[""LB-101930""]","[""SIMON'S PACKAGE STORE""]","[""alcohol_license""]",SIMONS' PACKAGE STORE,pending,pending
BH-12a71c9c22914eaf,"Sip City Liquors, Inc.",SIPCITYLIQUORSINC,"[""LB-101923""]","[""Sip City Liquors""]","[""alcohol_license""]",Sip City Liquors,pending,pending
BH-ca016852d2e742c7,"SIP WINE BAR AND KITCHEN, INC.",SIPWINEBARANDKITCHENINC,"[""LB-99025""]",[],"[""alcohol_license""]",SIP WINE BAR AND KITCHEN,pending,pending
BH-3cb3a532cd58d517,SIRAJ CORPORATION,SIRAJCORPORATION,"[""LB-584103""]","[""El Centro""]","[""alcohol_license""]",SIRAJ,pending,pending
BH-595db4f82d7e4cd0,"Sister's Markets, Inc.",SISTERSMARKETSINC,"[""LB-101907"", ""LB-101953""]","[""Deluca's Market""]","[""alcohol_license""]",Sister's Markets,pending,pending
BH-05eebc9c89c6fe62,SJJ CORP.,SJJCORP,"[""LB-99560""]","[""PANZA""]","[""alcohol_license""]",SJJ,pending,pending
BH-f5bf7ba839137914,"SK WINE AND LIQUORS, INC.",SKWINEANDLIQUORSINC,"[""LB-101973""]","[""BAUER WINE & SPIRITS""]","[""alcohol_license""]",SK WINE AND LIQUORS,complete,pending
BH-ce85b5b8bb4042dc,SMASHBURGER ACQUISITION-BOSTON LLC,SMASHBURGERACQUISITIONBOSTONLLC,"[""LB-99802""]","[""SMASHBURGER""]","[""alcohol_license""]",SMASHBURGER ACQUISITION-BOSTON,pending,pending
BH-fde7e2c244e64349,SMITH & WOLLENSKY ATLANTIC WHARF LLC,SMITHWOLLENSKYATLANTICWHARFLLC,"[""LB-99160""]","[""SMITH & WOLLENSKY""]","[""alcohol_license""]",SMITH & WOLLENSKY ATLANTIC WHARF,pending,pending
BH-922f140ade7af103,SOBOBISTRO LLC,SOBOBISTROLLC,"[""LB-447984""]","[""Chilacates""]","[""alcohol_license""]",SOBOBISTRO,pending,pending
BH-5bed22ad17595286,Sobo Wine Inc.,SOBOWINEINC,"[""LB-101971""]","[""City Liquor & Smoke Shop""]","[""alcohol_license""]",Sobo Wine,pending,pending
BH-ecab75a13a81309d,"SODEXO OPERATIONS, LLC",SODEXOOPERATIONSLLC,"[""LB-369935"", ""LB-464488"", ""LB-495217"", ""LB-519519""]","[""British Airways Terraces Lounge-BOS"", ""Chase Sapphire Lounge by the Club"", ""Lufthansa Business Lounge"", ""The Lounge""]","[""alcohol_license""]",SODEXO OPERATIONS,pending,pending
BH-82df5fb5b4152179,"SOFI'S RESTAURANT GROUP, LLC",SOFISRESTAURANTGROUPLLC,"[""LB-99498""]","[""SOPHIA'S GROTTO""]","[""alcohol_license""]",SOFI'S RESTAURANT GROUP,pending,pending
BH-13a3752218e6bafd,SOMERSET CLUB,SOMERSETCLUB,"[""LB-98801""]",[],"[""alcohol_license""]",SOMERSET CLUB,pending,pending
BH-1912ad92ce22e1f7,SOMERS FIVE CORP.,SOMERSFIVECORP,"[""LB-98914""]","[""DURTY NELLY'S""]","[""alcohol_license""]",SOMERS FIVE,pending,pending
BH-f8223c786de17e60,"Sontu & Sabuj Market, Inc.",SONTUSABUJMARKETINC,"[""LB-592796""]","[""Sontu & Sabuj Market""]","[""alcohol_license""]",Sontu & Sabuj Market,pending,pending
BH-dc54b995af083792,SORELLINA LLC,SORELLINALLC,"[""LB-99441""]","[""SORELLINA""]","[""alcohol_license""]",SORELLINA,pending,pending
BH-6a245b6ab6861be8,"Sorrel and Lime, LLC",SORRELANDLIMELLC,"[""LB-588304""]",[],"[""alcohol_license""]",Sorrel and Lime,pending,pending
BH-b9b7c1605d8f4fcd,Soul & Spice LLC,SOULSPICELLC,"[""LB-599543""]",[],"[""alcohol_license""]",Soul & Spice,pending,pending
BH-0afa3eb05c2b39af,"South Bay Fields Pie Company, LLC",SOUTHBAYFIELDSPIECOMPANYLLC,"[""LB-603681""]","[""Sally's Apizza""]","[""alcohol_license""]",South Bay Fields Pie Company,pending,pending
BH-82716db5aee2d895,"SOUTH BOSTON CANDLEPINS, INC.",SOUTHBOSTONCANDLEPINSINC,"[""LB-99636""]","[""SOUTH BOSTON CANDLEPINS""]","[""alcohol_license""]",SOUTH BOSTON CANDLEPINS,pending,pending
BH-81a1dc15767c0b57,SOUTH BOSTON LITHUANIAN CITIZENS ASSOCIATION,SOUTHBOSTONLITHUANIANCITIZENSASSOCIATION,"[""LB-98795""]",[],"[""alcohol_license""]",SOUTH BOSTON LITHUANIAN CITIZENS ASSOCIATION,pending,pending
BH-9a5593a54b742495,"SOUTH BOSTON MARKET, INC.",SOUTHBOSTONMARKETINC,"[""LB-140277""]","[""K AND EIGHTH MARKET""]","[""alcohol_license""]",SOUTH BOSTON MARKET,pending,pending
BH-94f88d730ef36ba8,"SOUTH BOSTON WINE & LIQUOR, INC.",SOUTHBOSTONWINELIQUORINC,"[""LB-101879""]","[""DORGANS PACKAGE STORE""]","[""alcohol_license""]",SOUTH BOSTON WINE & LIQUOR,pending,pending
BH-8189283d4974150d,SOUTH BOSTON YACHT CLUB,SOUTHBOSTONYACHTCLUB,"[""LB-98846""]",[],"[""alcohol_license""]",SOUTH BOSTON YACHT CLUB,pending,pending
BH-87a4215c09b800db,"South End Partners, Inc.",SOUTHENDPARTNERSINC,"[""LB-139452""]","[""SRV RESTAURANT""]","[""alcohol_license""]",South End Partners,pending,pending
BH-68992948d233b2a5,"South of Hixbridge, LLC",SOUTHOFHIXBRIDGELLC,"[""LB-98995""]","[""ALCOVE""]","[""alcohol_license""]",South of Hixbridge,pending,pending
BH-f67d0b90e8b6e92a,"South Street Group, Inc.",SOUTHSTREETGROUPINC,"[""LB-134971""]","[""Derna's""]","[""alcohol_license""]",South Street Group,pending,pending
BH-83c2bd9c69f3491e,SPACESHIP PICNIC LLC,SPACESHIPPICNICLLC,"[""LB-99827""]","[""ASTA""]","[""alcohol_license""]",SPACESHIP PICNIC,pending,pending
BH-2c556645d1e1b362,SPEEDY MARKET INC.,SPEEDYMARKETINC,"[""LB-127503""]","[""Speedy Market""]","[""alcohol_license""]",SPEEDY MARKET,pending,pending
BH-f363a52f06e1021f,"SPiN Boston, LLC",SPINBOSTONLLC,"[""LB-99034""]","[""SPiN""]","[""alcohol_license""]",SPiN Boston,pending,pending
BH-630aa03028710c7f,"SPINELLI'S BANQUET HALL, INC.",SPINELLISBANQUETHALLINC,"[""LB-99125""]","[""SPINELLI'S BANQUET HALL""]","[""alcohol_license""]",SPINELLI'S BANQUET HALL,pending,pending
BH-fb3dd8afc694963c,SPLENDID BEER & WINES INC.,SPLENDIDBEERWINESINC,"[""LB-102010""]","[""SPLENDID BEER & WINE""]","[""alcohol_license""]",SPLENDID BEER & WINES,pending,pending
BH-560e310c4fbf841c,"SPORTER'S CAFE, INC.",SPORTERSCAFEINC,"[""LB-98969""]","[""THE HILL""]","[""alcohol_license""]",SPORTER'S CAFE,pending,pending
BH-6bfa26b9be5cbdab,"Sport & Leisure Boston, LLC",SPORTLEISUREBOSTONLLC,"[""LB-99314""]","[""Sport & Leisure""]","[""alcohol_license""]",Sport & Leisure Boston,pending,pending
BH-34f0385851cde773,"SPORTS CONNECTION BAR & GRILL, INC.",SPORTSCONNECTIONBARGRILLINC,"[""LB-99046""]",[],"[""alcohol_license""]",SPORTS CONNECTION BAR & GRILL,pending,pending
BH-c89c3dbc3f94ba33,"Srian, LLC",SRIANLLC,"[""LB-101876""]","[""CARIBBEAN LIQUORS""]","[""alcohol_license""]",Srian,pending,pending
BH-d7e3ef2c849c4645,"SS Investments East, Inc.",SSINVESTMENTSEASTINC,"[""LB-448032""]","[""Dirty Water Dough Co.""]","[""byob_separate""]",SS Investments East,pending,pending
BH-77657fd3c88fb86d,"SS INVESTMENTS, INC.",SSINVESTMENTSINC,"[""LB-99659""]","[""DIRTY WATER DOUGH COMPANY""]","[""alcohol_license""]",SS INVESTMENTS,pending,pending
BH-291b93d2882d554e,"S & S PACKAGE STORE, INC.",SSPACKAGESTOREINC,"[""LB-101927""]","[""GARY'S LIQUORS""]","[""alcohol_license""]",S & S PACKAGE STORE,pending,pending
BH-e97ff848f873a0ba,"SSP America BOS, LLC",SSPAMERICABOSLLC,"[""LB-390565"", ""LB-410009""]","[""Temazcal"", ""Wahlburgers""]","[""alcohol_license""]",SSP America BOS,pending,pending
BH-587bade79df50daf,"SSP AMERICA, INC.",SSPAMERICAINC,"[""LB-529346"", ""LB-529347""]","[""Boston Harbor Distillery"", ""Peet's at Night""]","[""alcohol_license""]",SSP AMERICA,pending,pending
BH-1b11680064eaf2a4,S & S RESTAURANT LLC,SSRESTAURANTLLC,"[""LB-582320""]","[""Harry's All American""]","[""alcohol_license""]",S & S RESTAURANT,pending,pending
BH-1bd847b04549ab6e,"STAGE KARAOKE, LLC",STAGEKARAOKELLC,"[""LB-99011""]","[""Viva Karaoke & Studios""]","[""alcohol_license""]",STAGE KARAOKE,pending,pending
BH-dcbcc33d137c2e71,STANN LIQUORS CORPORATION,STANNLIQUORSCORPORATION,"[""LB-101874""]","[""MACY'S""]","[""alcohol_license""]",STANN LIQUORS,pending,pending
BH-126639a421a94d69,"STANZA DEI SIGARI, INC.",STANZADEISIGARIINC,"[""LB-99083""]","[""STANZA DEI SIGARI""]","[""alcohol_license""]",STANZA DEI SIGARI,pending,pending
BH-7301274bd762412a,Stark Hospitality LLC,STARKHOSPITALITYLLC,"[""LB-99067""]","[""Hue""]","[""alcohol_license""]",Stark Hospitality,pending,pending
BH-b3e921353754f29e,"STAR MARKETS COMPANY, INC.",STARMARKETSCOMPANYINC,"[""LB-126385""]","[""STAR MARKET""]","[""alcohol_license""]",STAR MARKETS COMPANY,pending,pending
BH-a1d236a7626ed944,"STATE ROOM, INC.",STATEROOMINC,"[""LB-99230""]","[""BAY TOWER ROOM""]","[""alcohol_license""]",STATE ROOM,pending,pending
BH-a801eff3313eeb1e,STATIRES GROUP LLC,STATIRESGROUPLLC,"[""LB-99171""]","[""STATS BAR & GRILL""]","[""alcohol_license""]",STATIRES GROUP,pending,pending
BH-88fc5849cff0cfd4,"ST. BOTOLPH CLUB, INC.",STBOTOLPHCLUBINC,"[""LB-98779""]",[],"[""alcohol_license""]",ST. BOTOLPH CLUB,pending,pending
BH-32a98a779bd3d7a2,"STERLING SUFFOLK RACECOURSE, LLC",STERLINGSUFFOLKRACECOURSELLC,"[""LB-99240""]","[""SUFFOLK DOWNS""]","[""alcohol_license""]",STERLING SUFFOLK RACECOURSE,pending,pending
BH-668cf55d743c3b4a,"STK Boston, LLC",STKBOSTONLLC,"[""LB-99202""]","[""STK Steakhouse""]","[""alcohol_license""]",STK Boston,pending,pending
BH-605929cdd0638450,Stoked Pizza JP LLC,STOKEDPIZZAJPLLC,"[""LB-578143""]","[""Stoked Pizza""]","[""alcohol_license""]",Stoked Pizza JP,pending,pending
BH-48aa20626be1d4a3,"STONY BROOK WINE & SPIRITS, INC.",STONYBROOKWINESPIRITSINC,"[""LB-101863""]",[],"[""alcohol_license""]",STONY BROOK WINE & SPIRITS,pending,pending
BH-0b89fafc60536651,"Strada 45, LLC",STRADA45LLC,"[""LB-99022""]","[""Mast' Restaurant & Drinkery""]","[""alcohol_license""]",Strada 45,pending,pending
BH-bae856cbf1935cad,Street Prince LLC,STREETPRINCELLC,"[""LB-99010""]","[""Hobgoblin""]","[""alcohol_license""]",Street Prince,pending,pending
BH-901bd47ae9868b89,STREGA PIZZERIA & CAFE CORP.,STREGAPIZZERIACAFECORP,"[""LB-99824""]","[""RINA'S""]","[""alcohol_license""]",STREGA PIZZERIA & CAFE,pending,pending
BH-7ca84da40e2c15fd,STREGA WATERFRONT LLC,STREGAWATERFRONTLLC,"[""LB-99451""]",[],"[""alcohol_license""]",STREGA WATERFRONT,pending,pending
BH-1b08d324df1293be,"STRETFORD END, INC.",STRETFORDENDINC,"[""LB-98954""]","[""BRIGHTON MUSIC HALL""]","[""alcohol_license""]",STRETFORD END,pending,pending
BH-dfc262f91c5b6901,STRIDE CORPORATION,STRIDECORPORATION,"[""LB-138282""]","[""Sava's Market""]","[""alcohol_license""]",STRIDE,pending,pending
BH-306bfdebc8a2f539,STRONGBOX CORP.,STRONGBOXCORP,"[""LB-99873""]","[""ROX DINER""]","[""alcohol_license""]",STRONGBOX,pending,pending
BH-b1e6995267f58674,"Stuland, LLC",STULANDLLC,"[""LB-98899""]","[""Jacob Wirth""]","[""alcohol_license""]",Stuland,pending,pending
BH-06cc66ac6521ad0f,Sugar Bowl Cafe LLC,SUGARBOWLCAFELLC,"[""LB-451415""]","[""The Sugar Bowl""]","[""alcohol_license""]",Sugar Bowl Cafe,pending,pending
BH-145381ff91e5b282,"Sugarloaf Hospitality, LLC",SUGARLOAFHOSPITALITYLLC,"[""LB-99228""]","[""TGI Friday’s""]","[""alcohol_license""]",Sugarloaf Hospitality,pending,pending
BH-a2b07d0429d56b6f,"Suishaya, Inc.",SUISHAYAINC,"[""LB-99773""]","[""Waku Waku""]","[""alcohol_license""]",Suishaya,pending,pending
BH-fe7d1159ba021c98,"Sullivan's Saloon, LLC",SULLIVANSSALOONLLC,"[""LB-101567""]","[""SULLIVAN'S TAP""]","[""alcohol_license""]",Sullivan's Saloon,pending,pending
BH-edbde11d372e99ab,SUNILA CORPORATION,SUNILACORPORATION,"[""LB-102027""]","[""QUALITY MART""]","[""alcohol_license""]",SUNILA,pending,pending
BH-4a79b1a73ac19e76,Sunset Bocce Club Inc,SUNSETBOCCECLUBINC,"[""LB-98783""]","[""THE BOCCE CLUB""]","[""alcohol_license""]",Sunset Bocce Club,pending,pending
BH-873cd75b1901f537,Superstar Cuisine LLC,SUPERSTARCUISINELLC,"[""LB-623682""]","[""Superstar Cuisine""]","[""alcohol_license""]",Superstar Cuisine,pending,pending
BH-b23ad573ad655893,"Super Target Liquor of Massachusetts, Inc.",SUPERTARGETLIQUOROFMASSACHUSETTSINC,"[""LB-144278""]","[""Target""]","[""alcohol_license""]",Super Target Liquor of Massachusetts,pending,pending
BH-d3a5965773cfb1d0,Surya Narayan Corporation,SURYANARAYANCORPORATION,"[""LB-101897""]","[""Hyde Park Liquor""]","[""alcohol_license""]",Surya Narayan,pending,pending
BH-ba07186fc43f5a86,Sushi Washin Inc.,SUSHIWASHININC,"[""LB-99665""]","[""Washin""]","[""alcohol_license""]",Sushi Washin,pending,pending
BH-4db7f1db2ff4c348,"SUYA JOINT, LLC",SUYAJOINTLLC,"[""LB-144994""]",[],"[""alcohol_license""]",SUYA JOINT,pending,pending
BH-964bc2cb5b768b36,"SWEET LIFE CAFE, LLC",SWEETLIFECAFELLC,"[""LB-144133""]","[""Sweetlife Cafe & Bakery""]","[""alcohol_license""]",SWEET LIFE CAFE,pending,pending
BH-c6c6c6ea1968a867,"SWEET RICE JP, INC.",SWEETRICEJPINC,"[""LB-99621""]","[""SWEET RICE, JP""]","[""alcohol_license""]",SWEET RICE JP,pending,pending
BH-c0140c472d2a6d16,"Sweet Rice Thai Sushi, Inc.",SWEETRICETHAISUSHIINC,"[""LB-99597""]",[],"[""alcohol_license""]",Sweet Rice Thai Sushi,pending,pending
BH-668f2c1b2bdad74d,"Swingers Bos, LLC",SWINGERSBOSLLC,"[""LB-99168""]","[""Swingers""]","[""alcohol_license""]",Swingers Bos,pending,pending
BH-62fb79639040ae06,"SZA, LLC",SZALLC,"[""LB-99770""]","[""SHABU ZEN""]","[""alcohol_license""]",SZA,pending,pending
BH-9f1b0e8eff8b3e63,"SZC, LLC",SZCLLC,"[""LB-99620""]","[""SHABU ZEN""]","[""alcohol_license""]",SZC,pending,pending
BH-5dca28129842847d,"TABAR, INC.",TABARINC,"[""LB-102040"", ""LB-99630""]","[""BALTIC EUROPEAN DELI""]","[""alcohol_license""]",TABAR,pending,pending
BH-b2ae1c59dc7e0b9f,Taco Azul Boston LLC,TACOAZULBOSTONLLC,"[""LB-98901""]","[""Taco Azul""]","[""alcohol_license""]",Taco Azul Boston,pending,pending
