license_num,business_name,dba_name,license_type,holder_key,sample_rank
LB-99301,"PIER 50, LLC",COMMITTEE,CV7 All Alc.,PIER50LLC,0085a4600cd327dc33eb9b379c4f0a1d63122f52d73531e429680fe7ee8c5f11
LB-98889,"BNV3, INC.",WINK & NOD,CV7 All Alc.,BNV3INC,00ae5ceb5e3741e8e5437c31def0278786f78c324efe20868c54fc490cc85ce7
LB-98812,"Tavern in the Square South Station, LLC",Tavern in the Square,CV7 All Alc.,TAVERNINTHESQUARESOUTHSTATIONLLC,0142ee848fa711e20eb5ec822175bfc670ebfa9dd29eb52660e2652833de90a1
LB-98892,"Tia's Waterfront, LLC",TIA'S WATERFRONT,CV7 All Alc.,TIASWATERFRONTLLC,01515c53b36ca0f2213aa65cf1500991ea738f3078775d81e9c03200cc6a4dd9
LB-99388,"MAPLE & ASH BOSTON, LLC",MAPLE & ASH,CV7 All Alc.,MAPLEASHBOSTONLLC,01c900ca6340dec13d010616c1481c540e60c16b5e26b74e55d0d1a18ce706af
LB-445992,10 City Square LLC,Prima,CV7 All Alc.,10CITYSQUARELLC,021268ff53f59c0d17ce72bd3d9c500fcee2abe50f9fba27fc81e26a0b86584e
LB-99406,CHELSEA CITY SQUARE CORP.,Blackmoor Bar & Kitchen,CV7 All Alc.,CHELSEACITYSQUARECORP,02f38b295e62790c3e096d6103d112b5e59a906eefeb9a4192b8c8cc76be24f1
LB-99188,RSCM Holdings LLC,Fresh Boston,CV7 All Alc.,RSCMHOLDINGSLLC,0375e5e6fe68474290769bebb94193a62291d8048c5b5a9a9c614947ae9207c3
LB-99432,PAINTED BURRO SOUTH END LLC,Posto,CV7 All Alc.,PAINTEDBURROSOUTHENDLLC,03b30889da0fd18f2ec810fbede5c4bf946ef307ab38ded56986e8accbb6c0fd
LB-99441,SORELLINA LLC,SORELLINA,CV7 All Alc.,SORELLINALLC,03b8861c44fe2cb5ff1636ff9c431c761e781720ccfa09cff1cf812a0ff55548
LB-99057,"JABC, LLC",The Playwright Bar,CV7 All Alc.,JABCLLC,0450ea1f9a20bfba35962245d3b0902a849edd7510e27d7a338564be29d972c3
LB-99305,Crazy Tiger LLC,Kahaani On Broadway,CV7 All Alc.,CRAZYTIGERLLC,04d8e4d8ceb7a0fcb0462293d1e48cbbc02dec2ded1188a72d15c35801052509
LB-99176,"MODEL CAFETERIA, INC.",MODEL CAFETERIA,CV7 All Alc.,MODELCAFETERIAINC,04f03f5cccc22c666e18145435c27cf411fb3787319b2d4f1b60bbbec3ae3ed0
LB-98982,"378 CENTRE STREET, INC.",THE BRENDAN BEHAN PUB,CV7 All Alc.,378CENTRESTREETINC,051f45724415555edd1d04157177a08e39fea5fe709ab181a09712a9f625a073
LB-98933,The Lenox Hotel LLC,Willow & Ivy / The Irving @ The Lenox,CV7 All Alc.,THELENOXHOTELLLC,05ab4c115165b655c62c45f948519ab6bec5d7ae4846977fc4842848a9e8c534
LB-446754,"Tall Ship Restaurant, LLC",,CV7 All Alc.,TALLSHIPRESTAURANTLLC,05d62e1c0db5803d6e2bc662762825125c93a9f00649c866de6469f3cf28c76d
LB-98901,Taco Azul Boston LLC,Taco Azul,CV7 All Alc.,TACOAZULBOSTONLLC,067fa0ac5b85cd86a462949aa7537ca5a7183f9348951c86005d571f663c6ddf
LB-99323,Frago Restaurant SB LLC,Shy Bird,CV7 All Alc.,FRAGORESTAURANTSBLLC,077b3914ea7112c3448a8010522f0b6a181354b2c8cdd85c0a51348c4d677742
LB-99178,Buccellati LLC,MAMMA MARIA,CV7 All Alc.,BUCCELLATILLC,07af402969da86d81ab9c436fdaeaecaace6271a82e55b4e6d776bfe6b1cbcd4
LB-99134,"DOT Associates, LLC",The Chester Tavern,CV7 All Alc.,DOTASSOCIATESLLC,0810e9c4f6b53959e13aecd8a3de6b74dde1ea3c3afb777067d7edf4d1721996
LB-99084,CLOTILDE SPAGNUOLO IANDOLI,SPAGNUOLO CAFE,CV7 All Alc.,CLOTILDESPAGNUOLOIANDOLI,094ba3d2a26ef3d5cc828b4640c46c7d04d5508c8a4566d8d27eda5c174257eb
LB-99246,10 World Trade LHI LLC,10 World Trade LHI LLC,CV7 All Alc.,10WORLDTRADELHILLC,09fb91c46b750ed38001a41997507076266f6e75ffcb375447b26dc22eb2a9c2
LB-99092,Early Monsoon LLC,Don’t Tell Aunty,CV7 All Alc.,EARLYMONSOONLLC,0b28495648b4f248814c6857996217e42c2eb3c3d466a8a7ba709bcebe10e691
LB-101570,"First Watch Restaurants, Inc",First Watch #1180,CV7 All Alc.,FIRSTWATCHRESTAURANTSINC,0b40ff2f522fe6aefab7df5b8daa60d1e99f0ea0439e65d607ec45b0333a1d47
LB-99362,"ASSAGGIO, INC.",ASSAGGIO,CV7 All Alc.,ASSAGGIOINC,0be2c72582a69e3bf19621d96a23d65f6113cc58c09eaf9d4a0f3d7fa7d8a110
LB-99419,"EWalk SE1, LLC",THE ELEPHANT WALK,CV7 All Alc.,EWALKSE1LLC,0c63c64f4334b941163b9b0adb6c70fb6567fc919388df32571f9f07ef348c2c
LB-99366,"BBRG NEWBURY TR, LLC",JOE'S AMERICAN BAR & GRILL,CV7 All Alc.,BBRGNEWBURYTRLLC,0d174dc87296d91befd63961da13435c0c43ed718edccc01f473d60044669fe7
LB-99019,"Row 34 Kenmore, LLC",Row 34,CV7 All Alc.,ROW34KENMORELLC,0d1fa8c969edf334d1b67984d319afb4721e10d0d41835e7999ba83a7193c7a4
LB-160790,"AL-WADI RESTAURANT, LLC",AL-WADI,CV7 All Alc.,ALWADIRESTAURANTLLC,0d83c6dd3665735f4144e2015ebdde817b7e017ba655c280d2d26f2222d51f47
LB-99033,"J & J IRISH PUB & GRILLE, LTD",KATIE'S,CV7 All Alc.,JJIRISHPUBGRILLELTD,0ea14543f354aac707c40ebdc7e1877e269bdfc9b90c2df318b273bff33662e0
LB-99024,DEV CORP.,DEVLIN'S,CV7 All Alc.,DEVCORP,0ea9ccff59f339455296f4eeb401218522c33b9b02301b563254a60881f68896
LB-99310,"MUSIC HALL DINING, INC.",,CV7 All Alc.,MUSICHALLDININGINC,0f30252a76face78ede82066717895ecd7e352339de560bec8d024d741949053
LB-99334,"KAY OASIS ENTERPRISES, INC.",KAY'S OASIS,CV7 All Alc.,KAYOASISENTERPRISESINC,0f64f2b4200c5dc714c718180bfb8ca9d691898e614353a2642fe804b1a257af
LB-99223,GRNA RK of MA LLC,Ramsay's Kitchen,CV7 All Alc.,GRNARKOFMALLC,108fb09a788bcfdfedaa4d150c0adc3ba550f4244e6072cdc25c9aa317433869
LB-99255,MASSACHUSETTS CONVENTION CENTER AUTHORITY,,CV7 All Alc.,MASSACHUSETTSCONVENTIONCENTERAUTHORITY,10b2a2c4c2e5d1d02056c407123c08fc9f8f8df3f01b9c6622967c41667cb256
LB-99407,"UVM.,INC.",BIDDY EARLY'S,CV7 All Alc.,UVMINC,10be74a4b1176a2bb1219a948eb83f0f47d15ba7be38d4cd2d6b496bc889d194
LB-99312,"KELLEY SQUARE PUB, INC.",KELLEY'S PUB,CV7 All Alc.,KELLEYSQUAREPUBINC,10c8536b6cb4069b43d6b76381d0dd9d69f0b1c6c13cda6f2b53fbe598ad659e
LB-99015,"CITY ROADHOUSE, INC.",HARRY'S BAR AND GRILL,CV7 All Alc.,CITYROADHOUSEINC,10e1b1eb8120e5e6bddafbc1ba1fd95f15efd6bdaa630694261b0f02529541e3
LB-99363,"SERVIA, LLC",SERVIA,CV7 All Alc.,SERVIALLC,1109dbffd5596c1d5406c6b93776b5c8a54354ed794cac891689ff1d207e44e9
LB-98935,BIG NIGHT VENUES BOSTON 3 LLC,VERSUS,CV7 All Alc.,BIGNIGHTVENUESBOSTON3LLC,11401db4e0a5ef6b86601e9cca1edabaf5baaa5da5bf22d9cca7212ba729cc1d
LB-99268,"VFW Parkway Restaurant Operator, LLC.",Mission on Fire,CV7 All Alc.,VFWPARKWAYRESTAURANTOPERATORLLC,1174cd80d672639a455a42ca5ffe55a33929d58950bb3b6a8162b6f0fe328985
LB-99271,"PAGA, INC.",NICK'S/VENU,CV7 All Alc.,PAGAINC,1203084e6a609f6b6a554022778f67c04da39c1d992383494d0f2316ed1e8064
LB-519530,"El Punto Restaurant & Lounge, LLC",El Punto Restaurant & Lounge,CV7 All Alc.,ELPUNTORESTAURANTLOUNGELLC,12418c8fb872f8c8538ccd4ff79ed3e5afc0109c15511b23082b4045b59f01bf
LB-99080,"DEL FRISCO'S OF BOSTON, LLC",DEL FRISCO'S,CV7 All Alc.,DELFRISCOSOFBOSTONLLC,1376c0a8459f967549915613e667e2fde3eb0890e958aa4ab423c88441713ab2
LB-99017,"BLEACHER BAR, LLC",BLEACHER BAR,CV7 All Alc.,BLEACHERBARLLC,13c16401e59e7504e85fe68c2e47b5ab3362176092676a602f31818e66d1d86d
LB-99170,"J.J. DONOVAN, INC.",DONOVAN'S TAVERN,CV7 All Alc.,JJDONOVANINC,1532f5f7e4c805e3f8fa2ccd6cfd2ea70a2c0d11bceab792801e95565520f25f
LB-98784,"Excel Boston Seaport, LP",Moxies,CV7 All Alc.,EXCELBOSTONSEAPORTLP,15de87b9b7f7097d68ca1abe89c85a229b5487ddbb1f2d6d8644076cdacd719f
LB-98921,"21ST, INC.",21ST. AMENDMENT,CV7 All Alc.,21STINC,15e58ecb71cfb775de0fdc06908bdb1bcdd7eae7bd676539b3f94180e16672ab
LB-98956,"Allston Silhouette Lounge, LLC",SILHOUETTE LOUNGE,CV7 All Alc.,ALLSTONSILHOUETTELOUNGELLC,15ea511fa56349ba885c25f478324bb98a5bad02dd07152a108ba0c91ff605c1
LB-99059,Shamrock Boston LLC,Shamrock Pub,CV7 All Alc.,SHAMROCKBOSTONLLC,1647bbea67aab2110bac46e9d551f2b132657dbb5d5257c9a15c0c1fe4355b24
LB-99184,"LSF HARBORSIDE, LLC",Legal Harborside,CV7 All Alc.,LSFHARBORSIDELLC,192d3923c59365721d33b74656177b1618dbd4875cab4e5711a83c9d44729a78
LB-99054,"J.J. FOLEY'S CAFE, INC.",J.J. FOLEY'S CAFE,CV7 All Alc.,JJFOLEYSCAFEINC,1930404bb9ad56a0917710328643a5855e31814355396b1e5a74338cf397c309
LB-98888,THE TWELVE BENS,,CV7 All Alc.,THETWELVEBENS,1ac1b0052c913c999c64b174bf36ac7698001558339d86cff8e7aa19a5bb4b9f
LB-99137,"JOHN J. SOMERS CO.,INC.",GREEN DRAGON TAVERN,CV7 All Alc.,JOHNJSOMERSCOINC,1ad629f920c2f2087e1a9808e31c1431ec688514f63b8c6c7fde6500ca0bdfce
LB-99349,224 BOSTON RESTAURANT LLC,224 BOSTON,CV7 All Alc.,224BOSTONRESTAURANTLLC,1b67ba6b59ded48263af67f0e5bc0865a340acda59e2ef257e65b356b6d3cfca
LB-99123,"MITSOS, LLC",Krasi and Hecate,CV7 All Alc.,MITSOSLLC,1bbf16e62fa04a64f6f503ac7f97c6bd0ed4fd53991d445203871c81c8cb4448
LB-99120,"Aramark Sports and Entertainment Services, LLC",The House of Blues,CV7 All Alc.,ARAMARKSPORTSANDENTERTAINMENTSERVICESLLC,1c14a34d06081c971a5b7c5bce7cee4fd2203c48f03fc0bca798459c60d1489f
LB-99145,"NEXT DROP,INC.",THE CORNER,CV7 All Alc.,NEXTDROPINC,1c1e83f7b7b969654b4563777eaab6bbf13a30b3e3f4dc5d62d86c256cc1a388
LB-98936,"Gray Lily Rose, LLC",Eastern Standard Kitchen,CV7 All Alc.,GRAYLILYROSELLC,1c3dfd08de68cd192f373ac127f7b2e9451dbbd81f607d7ef091a51c1e0703db
LB-99082,"BVP, LLC",THE POINT,CV7 All Alc.,BVPLLC,1c510a39371c43a95623f43dead2e90157d0d8d6615b2e2f3893e3d341d6b89e
LB-99389,Mother's East Tavern LLC,Mother’s East Tavern,CV7 All Alc.,MOTHERSEASTTAVERNLLC,1c79f0378b00ef3e87fb60e5b833a0b85df675f58ff277492af6a861499d1406
LB-99105,"724 HUNTINGTON AVENUE, INC.",MISSION BAR & GRILLE,CV7 All Alc.,724HUNTINGTONAVENUEINC,1c8a1112694257308c87879def0a25a0ef432a177168dd110dc181aaa1455277
LB-99343,"Park 54 Restaurant Group, LLC",Park 54 Restaurant & Lounge,CV7 All Alc.,PARK54RESTAURANTGROUPLLC,1d4ed11b2018025e15ebe7db0a0b4d0095e52797ee8d9d6dbf87b7e51fbf2be1
LB-98891,"SGH Seaport, LLC",Bambola!,CV7 All Alc.,SGHSEAPORTLLC,1d8a0b13aad960c628e12ab8d4b590af577e27b9c4223b8a479b4f0b4ab460c0
LB-99399,"CRG WATER, LLC",,CV7 All Alc.,CRGWATERLLC,1e6be727e768b48ebae9321ea5e8c0e5521d3c8b2b34e13f90c023dc362a6885
LB-99060,"Medico L Tavern Street, LLC",L STREET TAVERN,CV7 All Alc.,MEDICOLTAVERNSTREETLLC,1e71c365cdd9f41fcaff3a2d700476195db19112ac71d60fbb2aef6c2241ddcb
LB-99288,"BRANNELLY'S CAFE, INC.",J.J. BRANNELLY'S,CV7 All Alc.,BRANNELLYSCAFEINC,1e9d733b2adb8ada9640142b2febfde3d7b7587ff541d43ec06fb533d9dc3f15
LB-99365,"CLARENDON RESTAURANT, LLC",Grand Banks Fish House,CV7 All Alc.,CLARENDONRESTAURANTLLC,1edfb55f924d7aacb793f5e3fec67c497614f4231af26d1673ed329ad4af18b2
LB-99014,"VINCRU, CORP.",Troquet,CV7 All Alc.,VINCRUCORP,1ee6ff924d73b55b158c4970ccf616526c8b55eee9cc4577654bed3eee5d946e
LB-99239,Patella & Palmito Corporation,MONTIEN RESTAURANT,CV7 All Alc.,PATELLAPALMITOCORPORATION,1f15dfaf08ed5e1ea974d82d432f3dfcdc4a338fce289acce53aafd4e1b14532
LB-99321,"PBLL 24, LLC",The Flagrant  Fowl,CV7 All Alc.,PBLL24LLC,1fa729c0671b1de80a7a37ecc03dd4a03ae6fdcc2f2ed19472fa0ee0b5f75238
LB-99094,Allston Live Concessions LLC,O'Brien's Pub,CV7 All Alc.,ALLSTONLIVECONCESSIONSLLC,203047da83f6d7e64b276a77bf28257bd0b91d599cb2f286996da6aa7440ba57
LB-99392,E. R. ENTERPRISES,SAVVOR Restaurant & Lounge,CV7 All Alc.,ERENTERPRISES,20521b6d8d717d1b4c749b1d9cf72cf9b8f330d65ec0f4fdc19514b5bcc41f86
LB-471196,"MIDA East Boston, LLC",MIDA,CV7 All Alc.,MIDAEASTBOSTONLLC,205d2eb6c565ffa75919034660141a125b425ffd9d0233d0c60f53ccd5740b6d
LB-99152,"Lola 42 Restaurant Boston, LLC",LOLA 42,CV7 All Alc.,LOLA42RESTAURANTBOSTONLLC,20a8e4a13a1aefb5ccca11c4be9d4f0ac037e858176eeb7d67446aad3ef54c40
LB-99011,"STAGE KARAOKE, LLC",Viva Karaoke & Studios,CV7 All Alc.,STAGEKARAOKELLC,20b814db59b908e5e6cd68dfc265c3db830ff1557395eae6c2ea3ce02e85754e
LB-99361,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINO'S,CV7 All Alc.,MASSIMINOSCUCINAITALIANAINC,2174be7935ba2a42aff45a2b8a5c57aecdac0ced0ffcda9cb0814a7b9200dcc1
LB-98938,MCCARTHY'S INC. OF BOSTON,THE PUDDINGSTONE TAVERN,CV7 All Alc.,MCCARTHYSINCOFBOSTON,22114da0157c61fd0af70b2bfcba36cc0fa50ce472895c192d9530e68025c0e8
LB-99116,"418RE-One Appleton, LLC",Reunion BBQ,CV7 All Alc.,418REONEAPPLETONLLC,22263903ae76f81144a9ac5d97a04fcc789a5d162749d91233bbb3c567f8fdb8
LB-99426,"250 Western, LLC",FiDO Pizza,CV7 All Alc.,250WESTERNLLC,235a1ac44312bb5d6c061f40bd88745f342dcb63a6fe082de0bd905c7a839fcf
LB-99023,"DW French, LLC",MIDA,CV7 All Alc.,DWFRENCHLLC,243a0b98d3f7ccfe352037534eeaaef6f59dfa23cc58ecdcba5c0f6b591a6684
LB-99455,"R.J.A. ENTERPRISES, INC.",LA FAMIGLIA RISTORANTE,CV7 All Alc.,RJAENTERPRISESINC,246de84dd247f0ff1cec04e3996859bbf0edf0b7fd39abad6e238c3b28a3374b
LB-99022,"Strada 45, LLC",Mast' Restaurant & Drinkery,CV7 All Alc.,STRADA45LLC,261bdd4971ebf682d0fe155e9acbbdc359e830f24e6496d59333af6b798dcfcc
LB-99074,"Keftedakia, LLC",Kaia,CV7 All Alc.,KEFTEDAKIALLC,26c0201d108c43bfbfb278a67b1113b0b11d2bb41ebae6f7570089283df6456f
LB-98931,"ASIAN CUISINE, INC.",TYPHOON-RESTAURANT,CV7 All Alc.,ASIANCUISINEINC,273db183e6caabdcc4a3d6652ae4dfb204f8a3f72f699b9c304d6565ea5c524e
LB-99433,"SC Commons, LLC",SHAKING CRAB,CV7 All Alc.,SCCOMMONSLLC,28b9744992037b70efad4a9dda76e79e34d1b754615f2aa9f9f06f0c99cd87e6
LB-99147,"CWBR, LLC",CITY WINERY,CV7 All Alc.,CWBRLLC,2937f7008ea09afad8209c0484cc02bdfec877296700b97c8835f92aa4e84dec
LB-99119,"REBECCA'S CAFE, INC.",EAST MEETS WEST,CV7 All Alc.,REBECCASCAFEINC,2965f1f39b06f1d3f5733788e305d2d6eaf39fec732a03f919808c05922b3e54
LB-98896,"99 RESTAURANTS OF BOSTON, LLC",99 RESTAURANT & PUB,CV7 All Alc.,99RESTAURANTSOFBOSTONLLC,29fe786b2fbcfa9f79049ffb680fcee50c6bc1633171d88872858bae0123072f
LB-99175,Himmel Seaport Restaurant LLC,Le Boulevard,CV7 All Alc.,HIMMELSEAPORTRESTAURANTLLC,2a1c54fa2bbbe03ed72e06f42c06cb51ff51f248f502d3c93136f41197462642
LB-98912,"1 Lincoln TRS, LLC",,CV7 All Alc.,1LINCOLNTRSLLC,2bdc56f47cb56dea6d8034f36437c5e0500ecaf90f13e2735c4a7a605684ad54
LB-99115,"WHO'S ON FIRST, INC.",,CV7 All Alc.,WHOSONFIRSTINC,2bee9623f69a2528b5107ad0e4bbe3072c90f5d137d46cbae53a7bfca803ebd4
LB-99158,B.T.U.H.W.F. SERVICE CORPORATION,BOSTON TEACHER'S UNION,CV7 All Alc.,BTUHWFSERVICECORPORATION,2c340122575fb8a4f591553fac42358c02b899b36a1e3784f2877cf88eaec66a
LB-98923,"Melcher Newco Holdings, LLC",Mooo Seaport,CV7 All Alc.,MELCHERNEWCOHOLDINGSLLC,2cc36a0808abd6cf8e94aeba88f134ece59875e1ee10bf418fe756b58c6a7afe
LB-99042,"Rosa y Marigold, LLC",Rosa y Marigold,CV7 All Alc.,ROSAYMARIGOLDLLC,2cf1a4095c7b4f60fa76eaf27884cc3a039ac1041d99b5953b237d37affd2881
LB-99282,"PT OPCO, LLC",PINK TACO,CV7 All Alc.,PTOPCOLLC,2d14e441e11fdf127ae41e35dc1af69288ac9d7871ee027d59c8ffe0adb08855
LB-99095,"METRO DINING, INC.",,CV7 All Alc.,METRODININGINC,2d8bc3482a4328efac708f327dee3038e0b04b9bb43e9f25fb826eb0f0e1d70c
LB-99214,MCBOIS LIMITED,FRANKLIN CAFE,CV7 All Alc.,MCBOISLIMITED,2e099c71c2f15c511ec12f2e3f6e322280bfab873e30493eaabadbf7ced7f1e6
LB-99190,"K&K Restaurant Group, Inc.",Estella,CV7 All Alc.,KKRESTAURANTGROUPINC,2e46c0d2265007efd007e8a444de81946a378d8f820b6beb4942a648e7118762
LB-98973,BB Fusion Lounge Inc.,Black Bamboo,CV7 All Alc.,BBFUSIONLOUNGEINC,2e4f1d443045ad334c496b7bd94be278302d8d1ceed12c066fe05e16006469bb
LB-99342,BROAD STREET ENTERTAINMENT LLC,,CV7 All Alc.,BROADSTREETENTERTAINMENTLLC,2f46e3057386fb76a89fc1cbf95294af978982f39b4f0ef5629101f828efc0bb
LB-99309,LaLaLand LLC,Blondie's,CV7 All Alc.,LALALANDLLC,304c32f5dfb17b905bcbc9f1fc5ac079e3096e51482361999c35a8657531c875
LB-494678,"Kitchen + Kocktails by Kevin Kelley Boston, LLC.",Kitchen + Kocktails by Kevin Kelley,CV7 All Alc.,KITCHENKOCKTAILSBYKEVINKELLEYBOSTONLLC,30c7993e8d15598f0454853194056cb97f4192518852531b28af888354e69e2c
LB-99285,"WHEELING'S BAR, LLC",BEEHIVE,CV7 All Alc.,WHEELINGSBARLLC,3137efb4166fefbb836089075e621544c0d327f98000e1a69bd44c43d68aa0f6
LB-99264,OLD COLONIAL CORPORATION,BELL IN HAND,CV7 All Alc.,OLDCOLONIALCORPORATION,31468bac77049abc48f69f9c16512f878b571b045f281318d63a6f9ee4b97191
LB-98934,MUSEUM OF SCIENCE,BOSTON MUSEUM OF SCIENCE,CV7 All Alc.,MUSEUMOFSCIENCE,317707e8f0b2bab236506ef4e938129a6e7b254e82a2d76633197f53e1c756e9
LB-98947,Boqueria Fort Point LLC,Boqueria Tapas Bar and Restaurant,CV7 All Alc.,BOQUERIAFORTPOINTLLC,31eb91f3bfec0a4c8364fd2c6525befab1e62ba40a2726fba1fdd4b0d5d9d417
LB-99150,"Flatbread Boston Landing, LLC",FLATBREAD COMPANY,CV7 All Alc.,FLATBREADBOSTONLANDINGLLC,320677c69d74eb337a7dee7e163bd13c9374548554cdac20bf68523021f37269
LB-99292,11 FAN PIER RESTAURANT LLC,SERAFINA,CV7 All Alc.,11FANPIERRESTAURANTLLC,3223e4d572260974ca49c4fec900ca9872985e358ac05567f933293cfdbc8584
LB-99265,"GUIRA & TAMBORA, LLC",GUIRA & TAMBORA,CV7 All Alc.,GUIRATAMBORALLC,325296634a34c626b8cd206426dd75c01f7c06dc2668bc09f0ba5c9c2aeeced2
LB-99078,"DU FOURS, INC.",CASA ROMERO,CV7 All Alc.,DUFOURSINC,333126f99cc6e80ff6313219d3bfd76be8d68674f473e06ec36a4aa65b5294d9
LB-98987,"FJS, INC.",SANTARPIO,CV7 All Alc.,FJSINC,333db8136485f23a46e1030bc514fc407b02bc5418e6194cb019ff4ff378f018
LB-99340,"TY RESTAURANT GROUP, INC.",LITTLE ASIA RESTAURANT,CV7 All Alc.,TYRESTAURANTGROUPINC,347bc7b4ca46318146897681d1cfb8459011990a96098ef58c9dee17f34b8b7d
LB-99346,USHG Boston Seaport F&B LLC,Daily Provisions / Ci Siamo,CV7 All Alc.,USHGBOSTONSEAPORTFBLLC,3522d7cfecbfd8a226a1c5d01240e59f7e4a17a162d563c656c4f9ce6e5e8263
LB-99328,HAIDILAO HOT POT MA INC.,Haidilao Hot Pot,CV7 All Alc.,HAIDILAOHOTPOTMAINC,35dc63729adb43a8cd7399c9ee2dae4f25a2db4472013488701c2fe51ec7a599
LB-99161,Cruise Hospitality LLC,AVRA,CV7 All Alc.,CRUISEHOSPITALITYLLC,35de00548a9e429dfa8a577628b3536546655ca04bca036ea96eea2704aad69a
LB-99111,"CHICKADEE, LLC",CHICKADEE,CV7 All Alc.,CHICKADEELLC,360e81f5f7a7b2199cda180c07aef41e80045c7d1d0fb978b8656b6d6eab8773
LB-99251,"253 FOOD AND SPIRIT, LLC",Nashvilles Ghost Light Tavern,CV7 All Alc.,253FOODANDSPIRITLLC,36c73123b32445aef8800552e35b64a1e996ff0e662f220a09c97c9bbfc59829
LB-99201,"RYTUBB, INC.",The Alley Bar,CV7 All Alc.,RYTUBBINC,36ea7790799dbb4a4d68b2167e72b79f03f65b749289a8f488158cfbc4cfcda6
LB-99420,"Himmel Seaport Bar, LLC",Bar 23,CV7 All Alc.,HIMMELSEAPORTBARLLC,373723ae12336088093a129a963efdaa66ed671482ae07d13d1c5d66426fda61
LB-98895,"M. COOKE, INC.",THE BOSTON SAIL LOFT,CV7 All Alc.,MCOOKEINC,379159408d5e81ad801bae6ebe3b3e2b31b1bd17a63097153cf35022cf53f2aa
LB-98960,THE SOMERS CORPORATION,MR.DOOLEY BOSTON TAVERN,CV7 All Alc.,THESOMERSCORPORATION,379accd29e9bdbbc3ddd209efd9ad5ae55006348dfd75d9678e73b11199681da
LB-99156,"ONE HUNDRED SEVENTY THREE MILK ST.,INC.",COOGAN'S BLUFF,CV7 All Alc.,ONEHUNDREDSEVENTYTHREEMILKSTINC,3883f5dbe54bbaebf9290e48a6ac12ce7b42485238963d2787fbac6158a61d66
LB-99045,"PASTORAL, LLC",PASTORAL,CV7 All Alc.,PASTORALLLC,3887df57e8f99eb318c848091f70ae62c844614cef364386ed11ee1e21a20705
LB-99135,"CONEY ISLAND BAR, INC.",CORRIB PUB,CV7 All Alc.,CONEYISLANDBARINC,38c2f062fb0685e537b819558ee94c28a57ffada1ba7e7ae715af7fdb9d7f7c5
LB-99263,BRV DINING GROUP LLC,ALMA,CV7 All Alc.,BRVDININGGROUPLLC,393102615abffb793ef1712744695f141f760571bb579f92e0ad2e3293a04abe
LB-99280,51 Liberty Drive LLC,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,CV7 All Alc.,51LIBERTYDRIVELLC,394f0c5fc7a8bdae66026428288c1e85bb9ee5365979a91ad78ed12b0562eb0b
LB-99189,"IRONSIDE TAVERN, LLC",IRONSIDE TAVERN,CV7 All Alc.,IRONSIDETAVERNLLC,39b75086304274c04411f53d0aac59b6eefe38c04aef9402b33a4c82c5d30467
LB-99153,MerchRow LLC,,CV7 All Alc.,MERCHROWLLC,3a4af1bd2f57f0990bd3afcb9ea4a79ea89e8b9f7ea32dd3178c21640c692991
LB-99330,"El Barco BackBay, LLC",EL BARCO,CV7 All Alc.,ELBARCOBACKBAYLLC,3a7287cee1167b645dce31983a13e182dcf7b7b1310d2520dc03f8c712ebb3c7
LB-98926,"Legends Music, LLC",LEADER BANK PAVILION,CV7 All Alc.,LEGENDSMUSICLLC,3a77cadc01fb62247a65fcdaecaece44e20ddc1d0e075c8653443f104b420fe9
LB-99297,VAN LIN CORP,BARLOW'S,CV7 All Alc.,VANLINCORP,3ba096f071220168e39460067f13076c9311eceddf597ea99300115fc4ea2f57
LB-99329,"REBEL RESTAURANTS, INC.",,CV7 All Alc.,REBELRESTAURANTSINC,3d9c82474c7d423a88e16c7e407a838f9275fb912dfbfcaa0af84bdd13c466cb
LB-99396,"COLUMBUS FISH AND OYSTER, LLC",OSTRA,CV7 All Alc.,COLUMBUSFISHANDOYSTERLLC,3e4d40d9b2b3e43c7ec224870737975c9e71d8e8340baa3d18e75f20ee4d842d
LB-98983,Galway House Inc.,The Galway House,CV7 All Alc.,GALWAYHOUSEINC,3e8cb4dd580bc0fe16d1f0bd9f866fe07a887adc03d00034713b5d20d879723e
LB-99417,"Nine Restaurant Group, LLC",9,CV7 All Alc.,NINERESTAURANTGROUPLLC,3ec6e7c8b2920132e3f34522ad0b51927d58c289b9c7ea59467e44c02ec77be9
LB-99296,Mul’s Pub Inc.,AMRHEIN'S,CV7 All Alc.,MULSPUBINC,3f3c1d99a1114e4219e00a6c3697d54852ef893ac179f1113134d0ff9a4e38e6
LB-99448,"CONCORDE ENTERTAINMENT, INC.",BILL'S BAR/THE LANSDOWNE PUB,CV7 All Alc.,CONCORDEENTERTAINMENTINC,3f7263951c7a833115a159a1bb4162de90d194152d59a0a448edf86ea84de8c5
LB-99348,"RENDON FOODS, INC.",D'PARMA RESTAURANT,CV7 All Alc.,RENDONFOODSINC,3f94ff2fd485f2e7938bea50e4030e3f2e44c09fa7386a9c1c3f82ecf666113d
LB-99413,"JBond, LLC",,CV7 All Alc.,JBONDLLC,4068ade6842bd07508c9b4066c68316912f6aa919a42c45a6d13e15f0175f734
LB-99206,BPP Retail LL LLC,,CV7 All Alc.,BPPRETAILLLLLC,4128eed5ad55f6b3370df97f3d1fc218d808038bced53e27b6b0175f2c6a1a75
