license_num,business_name,dba_name,license_type,holder_key,sample_rank
LB-99148,"CONTILLI'S, INC.",Eddie C's,CV7 All Alc.,CONTILLISINC,ed97dc7311520d00c09ec4fa9c3a26cf5f28de23d3f77e5cc1c034914638bc56
LB-99354,"RRG, LLC",BANYAN BAR & REFUGE,CV7 All Alc.,RRGLLC,edb590db0a0cdfaa3f2cedd0c6e50214b469d8237bac48e19ad38ab1d81b50a3
LB-99364,"ADVENTURE INVESTMENTS BOSTON, LLC",FIRE & ICE,CV7 All Alc.,ADVENTUREINVESTMENTSBOSTONLLC,ee16131323d25721efdb79c1e772ac8ea236ebc0963f0104ad62106ae2b02159
LB-99076,"GAINSBOROUGH HOSPITALITY, INC.",Two Saints Tavern/Dos Diablos,CV7 All Alc.,GAINSBOROUGHHOSPITALITYINC,ef46506ea2d1ccd11f4d91ec651a9637cc43bbaa8e7ff66d11ef7eb8ace599a3
LB-99449,"TWO AVENUES, INC.",DEUX AVE,CV7 All Alc.,TWOAVENUESINC,efc848e7f04d466db2ea30dd17627e6cbb38e59398310080659fff83fe42e06f
LB-99081,"DA CROSSING, LLC",JM Curley/Bogie’s Place/The Wig Shop Lounge,CV7 All Alc.,DACROSSINGLLC,f0a2b227647cecdfb97bacafd7e649f49c77aa0e362808625edb84336e15baa0
LB-99165,"Pinky’s Up, LLC",Foxhole,CV7 All Alc.,PINKYSUPLLC,f0ce0d8105b482b6772da56eccc7a3a3f37055e1e69c9a1cb9041efd7e863d2b
LB-99415,Nowon Seaport LLC,Nowon Seaport,CV7 All Alc.,NOWONSEAPORTLLC,f14042565b09602320ef2d6ec3475f04904e637d000fa0696bd26a4211032cea
LB-99127,"BOSTON TEA PARTY SHIP, INC",BOSTON TEA PARTY SHIPS & MUSEUM,CV7 All Alc.,BOSTONTEAPARTYSHIPINC,f16dbd5edfeddfeea3497e2e5594d9440e1bc7c92b3762c91a3c89b5135bcd40
LB-99440,"IWJ RESTAURANT GROUP, INC.",SOCIETY ON HIGH,CV7 All Alc.,IWJRESTAURANTGROUPINC,f1b5c1a1ed873765cf03dcf07f29e4ebe64fcca915fd14b6e61e349050009f6b
LB-99368,"THE K'S, INC.",SISSY K'S,CV7 All Alc.,THEKSINC,f1be314c8c3d114b283c277737586b6806c8ac2443b903cf1d85819fd602702b
LB-99068,60-70 Cross Street Corp.,,CV7 All Alc.,6070CROSSSTREETCORP,f2d1738edcd7a79c35d81d91e9e7899ee283b602db8d9abeb12c95f3725b9d90
LB-99087,"FLORENTINE CAFE, INC.",FLORENTINE CAFE,CV7 All Alc.,FLORENTINECAFEINC,f3b4a5287dab3e509937897b3d790d95d43ee0c82631021644f22a0c4c30e7ee
LB-99380,"TOASTED BROTHERS BB, LLC",THE FRIENDLY TOAST,CV7 All Alc.,TOASTEDBROTHERSBBLLC,f5c57e7afd054154962a20070bd4dcedd929793f0c084e1d8b3d210319333af7
LB-98917,FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,FOGO DE CHAO CHURRASCARIA,CV7 All Alc.,FOGODECHAOCHURRASCARIABOSTONLLC,f5d71f29d94d7385317ac058b4ef2171410bf46ae369f54288570844a5d70de9
LB-99400,TRAIF CORP.,MISTRAL,CV7 All Alc.,TRAIFCORP,f5d76fd245580635d3fdd62d9e23a081281ba86dcbf67e080e325f0dcb333496
LB-99126,"BT Eatery, LLC",Tradesman,CV7 All Alc.,BTEATERYLLC,f5f3d779fde90f010a1ac837b3d85baf0db98c4173aa4199edec81159da5c51d
LB-99452,"1928 Rowes Wharf,LLC",1928 Rowes Wharf,CV7 All Alc.,1928ROWESWHARFLLC,f79ebf86e273457f1d4e9bbd5c375ce83c66c4191c8933ce3b477e5ee53cfb64
LB-99032,GALMIKE CORP.,HARP & BARD,CV7 All Alc.,GALMIKECORP,f7cc80f5250904f2e01abee97ade09ce92da5b0f6bb724d44c785435cfee5589
LB-99293,"LAST DROP, INC.",THE LAST DROP,CV7 All Alc.,LASTDROPINC,f87952df7d9a70654f821cac4b1cf2653959916d73cfd52e94b43ceb5980f8c5
LB-98894,"AM CALLEJAS, INC.",La Hacienda and Bar,CV7 All Alc.,AMCALLEJASINC,f985cbffcf5853040a7aa87e5988d038cc584d6ef42be417b30ae1c1aa7cfa08
LB-98971,Depot Dining Inc.,Hobson's Bar & Kitchen,CV7 All Alc.,DEPOTDININGINC,faaf9ea82916a5e19e8bfd249f42cfdb3f0bec3c488a5abf4993636195c30470
LB-99031,The Great Escape Inc,Chubbs Taco & Tequila Bar,CV7 All Alc.,THEGREATESCAPEINC,fb2fd107670fde52d62df2165379581cbf0c5036d6170218b2d0960144d958ce
LB-99317,"TAVERN ROAD, INC.",The Smoke Shop BBQ,CV7 All Alc.,TAVERNROADINC,fc7065461227fedcf201acdab748f971b7cba7557110a849d18b4aa8effae931
LB-99398,"SEAPOINT, INC.",THE SEAPOINT,CV7 All Alc.,SEAPOINTINC,fd01380b8135149ab4d09b1cde933381330ee2c4aa1ffcd7830f65215cea60b4
LB-99250,"BREWED INTENTIONS, LLC",THE FOURTH WALL,CV7 All Alc.,BREWEDINTENTIONSLLC,fd0f4dc6c647bb8e7b9eb3c2a4694d28a50ddb30055ead535c469e90f2ee84da
LB-445209,Savin Crossing LLC.,The Nightly,CV7 All Alc.,SAVINCROSSINGLLC,fe0038dc7ced7b2e5b44efe4f603a98365ab54b0f316da7325f17c2daca8099f
LB-99025,"SIP WINE BAR AND KITCHEN, INC.",,CV7 All Alc.,SIPWINEBARANDKITCHENINC,fe4d2dfcf4182fe033af74c172f129bb366f7a634f9b83ddefe5b339ef8a42a8
LB-99322,"RAIL STOP, LLC",,CV7 All Alc.,RAILSTOPLLC,feaf42665afa9d1e4d9e41c3d2465a1ce3d479472dc772a40a48eef068c8ac5a
LB-101905,"Castillo Morton Street, LLC",Castillo Liquors,Retail All Alc.,CASTILLOMORTONSTREETLLC,02654061bf8593b4d41588c4c41d10171c7e89ceb1b03bb89deccce4bbc5d34e
LB-464464,Virpa Corp,Square Bites,Retail All Alc.,VIRPACORP,02abcf2a4aa667b25eafd7096c4671d606462805afe80f230c9b26045beb3b72
LB-101929,"BROTHER'S SUPER LIQUORS II, INC.",Brother’s Wine & Spirits,Retail All Alc.,BROTHERSSUPERLIQUORSIIINC,0365dde7fece5d136c74dca0f35c5c189ac03bf750bbe7b72e625a5a9f0d7aa8
LB-101910,"NEW MISSION HILL MARKET, INC.",FUENTES MARKET AND LIQUOR STORE,Retail All Alc.,NEWMISSIONHILLMARKETINC,0576b34000e6421097228ed5bb47f5800d6f7836b7001510c5cc93e83d4a86ab
LB-481086,Fresh Boston Retail LLC,Fresh Boston,Retail All Alc.,FRESHBOSTONRETAILLLC,064ed0fb4bccb12339c01e2703cf4da7cedc1bc151e8735a5c79b79dcf93b5c6
LB-101870,"144 HARVARD STREET LIQUOR, INC.",GIGI'S,Retail All Alc.,144HARVARDSTREETLIQUORINC,07176d9bce334bbd5b683498bf36f2a892e911da59f4582737224f109ad35e3e
LB-101949,"NEW CENTRE LIQUORS, INC.",CENTRE LIQUORS,Retail All Alc.,NEWCENTRELIQUORSINC,076878b3516575b60a57fb5f28c02d9b2d1f38b44fc51a29b9acc13dbef78ceb
LB-101868,"SAHIL ENTERPRISES, INC.",QUALITY LIQUORS,Retail All Alc.,SAHILENTERPRISESINC,07be59d72761b216df3d72f03afd4fbd155799a9e1e7c17d204370ea77df7729
LB-396556,Boston Beer Alley Corporation,Boston Beer Alley,Retail All Alc.,BOSTONBEERALLEYCORPORATION,087662d16ddb8214157e374f9f7bf4b7bbf8aef3cd2e5654ab774b8a5c27c417
LB-102060,HENRY QUIK PIK INC.,HENRY'S MARKET,Retail All Alc.,HENRYQUIKPIKINC,09b04844d3cfddf905dd6c9f5b15f057353bcf2c3c9ce3b54ef0e2efb826071e
LB-101955,"HOLLYWOOD WINE & SPIRITS, INC.",,Retail All Alc.,HOLLYWOODWINESPIRITSINC,0a0010c7675366a07808761e165a955723f559b18d092b2e75de358d123a4849
LB-101967,"Rutva, Inc.",O’Brien’s Liquors,Retail All Alc.,RUTVAINC,0b2632a693f88ba73dab31cca4adad8b0b3b906f8f267ea7fef9477e2d1fd658
LB-102010,SPLENDID BEER & WINES INC.,SPLENDID BEER & WINE,Retail All Alc.,SPLENDIDBEERWINESINC,0d3704781c37d8ac45785eaf08e2eb984c1aefbf9b00b961b02ebbf8d3ad3abc
LB-311737,"Maharaj and Swami, LLC",Quick Pick Convenience,Retail All Alc.,MAHARAJANDSWAMILLC,0dee1963fb74197dc29ef7a33e985127f06f915c686cdec2344faf28a1a95922
LB-101951,"JULIANA WINE COMPANY, INC.",CHARLES STREET LIQUORS,Retail All Alc.,JULIANAWINECOMPANYINC,0e56f9c84f432f37b44cfaebdbdfb5dbd42178c1191a0416f8dbbb441be3dcda
LB-101915,"ORIENT LIQUOR MART, INC.",WOODY'S LIQUORS,Retail All Alc.,ORIENTLIQUORMARTINC,10609e994cc2e71d475cea2ee60e3ec2f0196632b2a6017333eac9923012fea7
LB-102055,"FERMENT, LLC",STREETCAR,Retail All Alc.,FERMENTLLC,127e4aaefb2af9928359c5110dc9e5dfacad7bc26ad084a9d7c12d8a1ad90bb6
LB-101898,"METROPOLITAN LIQUOR ASSOCIATES, INC.",TOP LIQUORS,Retail All Alc.,METROPOLITANLIQUORASSOCIATESINC,1675f39c7e1d9ace7ee8c42054322e1545b374dc98440f9fddb98b94ac460bef
LB-387106,"Corporacion Bani, Ltd.",Pimental Market,Retail All Alc.,CORPORACIONBANILTD,174174145da7ae65687e0f6e9293b5beec6164122bfb15e6632d6a5d0c4f9faf
LB-101888,"JRJJ FERNANDEZ, INC.",HANCOCK LIQUORS,Retail All Alc.,JRJJFERNANDEZINC,18144825cfdc2f5000f6c9de803fe91fbfd753c51e8951c0adf3f2bfe552c3e8
LB-418523,OLKA Corporation,7-Eleven,Retail All Alc.,OLKACORPORATION,19fb48667e6ee2e3846a194132d9906040d80f03690dae83dcc3fa2e8e677d9c
LB-101969,"EAGLE LIQUORS, INC.",EAGLE LIQUORS,Retail All Alc.,EAGLELIQUORSINC,1b12b775854996d89cc58a545b5dc2ba72f327bc42d3aeab80684666edfe8484
LB-101924,"TREMONT STREET LIQUOR GROUP, INC.",WINE EMPORIUM,Retail All Alc.,TREMONTSTREETLIQUORGROUPINC,1b6d6bbe6f09caafcbbc13b8efae5a8f90d8bf67952a9b876c936ba4d0cbf815
LB-101922,"Massachusetts Fine Wines & Spirits, LLC",The Crossing Wine and Spirits,Retail All Alc.,MASSACHUSETTSFINEWINESSPIRITSLLC,1b91bd7c99c49ee4dd6aa2dcbef6eb4e98293ebb6753c8550032eb2c4e2a41e8
LB-101952,"BEACON HILL WINE & SPIRITS, INC.",BEACON HILL WINE & SPIRITS,Retail All Alc.,BEACONHILLWINESPIRITSINC,1c2097a419149347769a4f662b3ccddcba0dfbf1ad40bce2f50380e8284d7472
LB-101847,"RESERVOIR WINES AND SPIRITS, INC.",RESERVOIR WINES & SPIRITS,Retail All Alc.,RESERVOIRWINESANDSPIRITSINC,1c30de3e3c797c61d747f579d1b626b932bb63958d1f59033bff686e1a788986
LB-101930,"SIMONS' PACKAGE STORE, INC.",SIMON'S PACKAGE STORE,Retail All Alc.,SIMONSPACKAGESTOREINC,1ccf483668b9f5d278af9e57562a78007710df8e136100443823d4863fe2b541
LB-102051,"Bell's Market, Inc.",BELL'S MARKET,Retail All Alc.,BELLSMARKETINC,1d2247888ecffc1f4f619b7719757b85664da44ef3b1026bf15c7bc8624c2c59
LB-101903,"MARY CLIPPER SHIP, INC.",CLIPPER SHIP WINE & SPIRIT,Retail All Alc.,MARYCLIPPERSHIPINC,1e74634ce7ba01668d6a213c14d5ce62c0584dd12912ca8dc001f3c7b0093f4a
LB-101863,"STONY BROOK WINE & SPIRITS, INC.",,Retail All Alc.,STONYBROOKWINESPIRITSINC,1f5f68f2403f7c7fd4a81d67dc589476128a3d39979759cadfbf1cabaa1144f6
LB-101963,"DEARBORN LIQUOR STORE, INC.",DEARBORN WINE,Retail All Alc.,DEARBORNLIQUORSTOREINC,1f6c8e4db4957fa4f94793915d36d651958d52d1adb72ec6a766a76b748e79ff
LB-101957,"CAPE VERDEAN LIQUORS, INC.",,Retail All Alc.,CAPEVERDEANLIQUORSINC,20c8583ddfb48ed1ca6f3684cef3f7b7884fb9f07a40d75873cffaf9594b8ad4
LB-101859,"ENA LIQUORS, INC",Brother’s Wines & Spirits,Retail All Alc.,ENALIQUORSINC,2240c605029d525c502902ea156e6e41a5b6112811bb713fa21760aefd62cb3a
LB-101912,"JOHNNY'S QUIK PIK, INC.",JOHNNY'S MARKET,Retail All Alc.,JOHNNYSQUIKPIKINC,22d8f70b26f546c532c3e634b2b0283f205bb6a3ebd22b69418a9fa4ed9346f0
LB-101893,"MCCARTHY BROTHERS, INC.",MCCARTHY LIQUORS,Retail All Alc.,MCCARTHYBROTHERSINC,23351fde66111a433c9d734075e8b5135e76c9fd7963963fada6b534d13e9236
LB-101992,"Commonwealth Cellars, Inc.",Commonwealth Cellars,Retail All Alc.,COMMONWEALTHCELLARSINC,23f20f469ab3065616d946384f10a9400b54227ce45647bfb2fd6486be5f081d
LB-101995,ARIAS-OBJIO CORPORATION,MVP LIQUORS,Retail All Alc.,ARIASOBJIOCORPORATION,242a0c3329b41a02b3a1e306f9c6304f8a5dd12eef4e0e032b9c936e103a590e
LB-102001,"WALGREENS OF MASSACHUSETTS, LLC",WALGREENS #15390,Retail All Alc.,WALGREENSOFMASSACHUSETTSLLC,254d4434aab56756128a5be114c3e98489e9148395d2622c74b328c4fef18be8
LB-101853,"FERNANDEZ LIQUORS II, INC.",,Retail All Alc.,FERNANDEZLIQUORSIIINC,25cce1b22981afeab45a13d25a90a1c90ef6287b57a952a97c116e875d7debb8
LB-101848,A AND A LIQUORS INC.,DAY SQUARE LIQUORS,Retail All Alc.,AANDALIQUORSINC,270525f6d5a9057f190c78fb2919195d11c9dcaa008ac565f30f17dfb4455b7b
LB-476649,Houjazy Inc.,Linden Suprette,Retail All Alc.,HOUJAZYINC,2a1dc6d9a760230e18a7e10aed3ee21038f34ea9f384bae972a31c3b50e64ebc
LB-101958,"BROOKLINE LIQUORS MART, INC.",BROOKLINE LIQUORS MARKET,Retail All Alc.,BROOKLINELIQUORSMARTINC,2b1f0ada92759c4ae6f3794f25d8be86250f5984d75e2cacb92652443318215e
LB-540101,"Patel Harvard, Inc.",Harvard Convenience,Retail All Alc.,PATELHARVARDINC,2c4d99f67da5a0fbae288ef18059b26dd8cb12bf155409788ec088844b2c236e
LB-102042,ANTHONY PERKINS,THE CORNER STORE OF B.H.A.,Retail All Alc.,ANTHONYPERKINS,2df69dd7f4078a8357823a92b3daff93b37976c0cda27101f7fb6b15624cd9fb
LB-139450,Wildduck 660 Washington St. Inc.,The Wild Duck and Spirits,Retail All Alc.,WILDDUCK660WASHINGTONSTINC,2e79519548c3ee5f73a747dae4a549ab4428c53e74381aa4eb43b3f296373592
LB-101920,"FEDERAL WINE & SPIRITS, INC.",FEDERAL WINE,Retail All Alc.,FEDERALWINESPIRITSINC,2fd55c10e1bbd70bc2e2897d37642f34275e670f6d94781f1f0e594e9599dda8
LB-101862,563 BOYLSTON INC.,WHISKEY & WINE BACK BAY,Retail All Alc.,563BOYLSTONINC,311ef615504ecbc16debc16e369f59560ec6845e1b29d471de5289fa58f46b22
LB-101914,"CASTILLO BEER, WINE AND LIQUORS, LLC",,Retail All Alc.,CASTILLOBEERWINEANDLIQUORSLLC,34406b4da0a24eebd2183784e25b70425df58dc40c7a8abac2ca27c5e8b1f9c7
LB-101887,"FIELDS STATION LIQUORS, INC.",Supreme Liquors - Fields Station,Retail All Alc.,FIELDSSTATIONLIQUORSINC,36e425b34bd0c0b363d80303cb404707c4d82702a0a547609d2a5b41e144b374
LB-447986,"86 Mass Ave Wild Duck, Inc.",Wild Duck,Retail All Alc.,86MASSAVEWILDDUCKINC,37882529adbef7d2af75d9c14c55e2561f9bf9f601b89468506976c81e748028
LB-102047,"ROSLINDALE FOOD MART, INC.",,Retail All Alc.,ROSLINDALEFOODMARTINC,37d274512df8b0bd2ffa3c5a47c696ffec00430b05fcb50d573733b18ade7244
LB-101994,BAPA BABA CORP.,MORRISSEY BLVD. WINES & SPIRITS,Retail All Alc.,BAPABABACORP,384bda0cc8b93f10df2406a5f4e0e3843911c463a411db0af55a581163116fa8
LB-101911,Diyan2019 Corp.,Jersey Street Liquors,Retail All Alc.,DIYAN2019CORP,38e89c804814320de3cb28fed976f7fe6b03312ac88ec80341d4e8ded99b43db
LB-102023,"Huntington Avenue Market, Inc.",HUNTINGTON MARKET,Retail All Alc.,HUNTINGTONAVENUEMARKETINC,397803b341aa6ddc8b9e094f1c1a25f8b20e37d5178f47900c85441a30213420
LB-593663,"Angoori, Inc.",Allston Market,Retail All Alc.,ANGOORIINC,3a6e4c681796941b81deb7dbc3a92c7fc24332a5b5fe5be247b03242116e4f7c
LB-137391,"HOLY CROSS INVESTMENTS, INC.",7-Eleven 33445B,Retail All Alc.,HOLYCROSSINVESTMENTSINC,3a7a2f79682ea529767ec4ecfef51137168781c1f7ea88ecc132e63033e19887
LB-515576,"Whiskey Wine Brighton, LLC",Whiskey & Wine Brighton,Retail All Alc.,WHISKEYWINEBRIGHTONLLC,3ab09ed1c66343ecb374a16d900e2c7e6740f7491045ee6d3776a765a8205719
LB-101852,"JJDA FERNANDEZ, INC.",FERNANDEZ LIQUORS,Retail All Alc.,JJDAFERNANDEZINC,3b22f30130cf39e1cd22b3e188cf003992a869c63e2f2112b3d93ef68e22ef3b
LB-101993,"IVA FOODS, INC.",BAZAAR ON CAMBRIDGE STREET,Retail All Alc.,IVAFOODSINC,3d8d499e26cf584c7ffeafec5a46c94ae51f330d5c6dc4ff1687ebf95e4eed1d
LB-101919,"JFR FERNANDEZ, INC.",HAPPY SUPERMARKET & SPIRITS,Retail All Alc.,JFRFERNANDEZINC,3f825cffff3e3a832def1708c8cda131c46f8db3c55b42f78dc26fa25deab013
LB-101966,Maa Laxmi Corp.,Dorchester Liquors,Retail All Alc.,MAALAXMICORP,3fc2c1469a62f1fac0d237e8230b1a375513cf1da4cd62ffc792c91a67f5f404
LB-101940,Shri Saibaba Corp,OAK SQUARE LIQUORS,Retail All Alc.,SHRISAIBABACORP,409fbed8becd249e0a9edeb926de44d12336169c20ab0c34df017cda54d7cad7
LB-593697,"A&G Liquor Store, LLC",,Retail All Alc.,AGLIQUORSTORELLC,40bf116d061dd04f64494321c63ea458959e1878d21f3ce2623fd00aa74c251f
LB-101974,"TA LIQUORS FIELD CORNER, INC.",LYNNE'S LIQUORS,Retail All Alc.,TALIQUORSFIELDCORNERINC,410c209b0d1f7d03405d6de5a4072668252568b62345adce1643bc5fdd5ba04a
LB-461216,Massachusetts Fine Wine & Spirits LLC,Total Wine Spirits Beer & More,Retail All Alc.,MASSACHUSETTSFINEWINESPIRITSLLC,43d09340eeb0699598a0850ea2593a3bf4f992e5603c07c13343ad06aea82e06
LB-101978,"YMY Enterprises, LLC",Boston South Liquor & Spirits,Retail All Alc.,YMYENTERPRISESLLC,440fc95c7b44c39d7d850c9b1090a874015211537ce9768166fdae0b49949f10
LB-101934,"NEWA LIQUORS, INC.",WALSH WINE & SPIRITS,Retail All Alc.,NEWALIQUORSINC,4514f0a6ebab25ed29b4d6cba84636087530164d352fe0bb3b20a49e006dbea5
LB-101964,"Happy Liquors, Inc.",Fernandez Wine & Spirits,Retail All Alc.,HAPPYLIQUORSINC,481b9f444f137e5cf29087ded7cf0b2af43f42e7a45592b9055eacc13db0355f
LB-101932,CASTILLO EGLESTON LIQUORS LLC,,Retail All Alc.,CASTILLOEGLESTONLIQUORSLLC,4d2be62a55b4fc02f7b1f94f96589895cdd1d8b5280959bbf9420ded3167934a
LB-163968,"RBSBW, INC.",ROCHE BROS. SUPERMARKETS,Retail All Alc.,RBSBWINC,4db2be98f9140eb6ea035dfead60f1df15de6f033a2f6f7dee900afe9540da78
LB-102024,Top Tier Enterprise Inc.,Home Market,Retail All Alc.,TOPTIERENTERPRISEINC,530a63f81b45866166429af6f9859cfcc92765b5625372e972a406b8fb3161fb
LB-101928,"NARNARAYAN LIQUORS, INC.",TOWN LINE LIQUORS,Retail All Alc.,NARNARAYANLIQUORSINC,545b25b4f3ae83c37d4edcaef4b2e802c0ad26b635542258635c6c018490dd17
LB-102017,JWALAJI CORP.,Get-N-Go,Retail All Alc.,JWALAJICORP,5502523f766302f8317c6418ffccdb73d3d353b8e2baee45d89db8db0b4b0af8
LB-353633,"Good Team, Inc.",Cardullo's Gourmet Shoppe,Retail All Alc.,GOODTEAMINC,56776cedbe3b450225a70ef59cb387961a176a7fca8bb17dc20ec5cd1e677d76
LB-143247,"FAZIO ENTERPRISES, INC.",Fazio Mobile,Retail All Alc.,FAZIOENTERPRISESINC,58c0679b5055560f805e223b32c40c2131b032f650b1647ed89a6cb757793b1b
LB-173813,"CANTINA, LLC",CANTINA,Retail All Alc.,CANTINALLC,5ce0635b449dd03177d835c37daadfe3c073a0eeb0e75fa3acb55e44b34a17f5
LB-102059,"Shaboo Bee, Inc.",Cloverdale Farms,Retail All Alc.,SHABOOBEEINC,5ce729ed4c56f63517838b6cef593ae2f939a1df7fcd7ca23e1ee43c02af5732
LB-101942,"861 CORPORATION, INC.",AL'S BOTTLED LIQUORS,Retail All Alc.,861CORPORATIONINC,5d7fd68bc104ccb0a9e21aeaa7852ad26ecf4eec51113b1be86f0807cabf49b2
LB-101997,"DASANG ENTERPRISES, INC.",FORT POINT MARKET,Retail All Alc.,DASANGENTERPRISESINC,5e8d1565bb40e4aae290f6f8f04e696540610f69b2870cee954447c5dcf961ef
LB-447985,Anjana Corporation,Neighborhood Convenience,Retail All Alc.,ANJANACORPORATION,5efd87fe36b6f175f98e4c60838c0c1c92f2c5ef19e2abb9b590362a29cbbeb3
LB-101891,"SIEGAL & SONS INVESTMENTS, LTD.",MARTY'S LIQUORS,Retail All Alc.,SIEGALSONSINVESTMENTSLTD,5f9ba4b0d8d2a10e8ab8a54b8c2a74384eef27e4c64d42aa1ce3fd3ec3d80b84
LB-101855,"DORCHESTER LIQUOR GROUP, INC.",BLUE HILL SUPERETTE,Retail All Alc.,DORCHESTERLIQUORGROUPINC,601081bc61ab87308e2bfd208795109ad5929302ee596adc9605b1a2e6238114
LB-101871,"Patel Coasters, Inc.",Coasters,Retail All Alc.,PATELCOASTERSINC,6076785696b3962fbea040a342538454ee486116689e8b6101fd1e6c3bb7e7b2
LB-101896,PN Liquors LLC,DARA'S WINE & SPIRITS,Retail All Alc.,PNLIQUORSLLC,610c9423d62c10a2074c7e38c074bed48064b8d375835574ee4279a47501a5d9
LB-101937,RNP CORPORATION,NICK'S LIQUORS,Retail All Alc.,RNPCORPORATION,6166cda86936d679e1f5ccd0d295b7e6e446eb616223456724ef7d4560ac631d
LB-126508,"BOOZE N BOULA, LLC",BELLE ISLE WINE & SPIRITS,Retail All Alc.,BOOZENBOULALLC,62a840b20851b2f7847b49538fab1ded2dff4c70268ab94fc8a7b075c44d0343
LB-144278,"Super Target Liquor of Massachusetts, Inc.",Target,Retail All Alc.,SUPERTARGETLIQUOROFMASSACHUSETTSINC,62d6cdbba8d95117a22e0c1dd92b6ff97fc7b952a914475be5f0d3fdfa27587e
LB-301847,Highsky Market Inc.,,Retail All Alc.,HIGHSKYMARKETINC,633e21b02c66f9ce002e97dd7ff094d42dc344f66c8a36bb43ac8363bad35e89
LB-102056,Babushka Market & Liquor Corp.,BABUSHKA DELI,Retail All Alc.,BABUSHKAMARKETLIQUORCORP,6393c0fe6e70beddee62874bb188dec6587d158d99b40b6e12f9378194b6ffbb
LB-528587,Nilkant 44 Inc.,City Wine Spirits & Smoke Shop,Retail All Alc.,NILKANT44INC,644f0f5fb4296d58f7af53209c429a63a888b14a209229885b802d20737e7982
LB-101860,"CHOICE MART, INC.",CHOICE MART,Retail All Alc.,CHOICEMARTINC,64a6246ebc3d0b15468c6cd267d5be50d3753b93aa1fa3dd0bfcd158549aee3e
LB-547016,Russ & Mimis LLC,Russ & Mimi's,Retail All Alc.,RUSSMIMISLLC,67925e5046f590fdbb3e3af5f28925bfd1ca0ecd0ef471f6fa5bb8e505bd2658
LB-101938,"BRUMAK, INC.",DEDHAM LINE LIQUORS,Retail All Alc.,BRUMAKINC,68befe911c6e4dfd8098e81c21c8e59a3b66308e7c5ab6aba9d1308a4f4bb78d
LB-101872,"FOREST HILLS FINE WINE, INC.",FOREST HILLS FINE WINE,Retail All Alc.,FORESTHILLSFINEWINEINC,68cf4b7d169bc5818836be8ee253fe403cb42a873fcde14d8220319203c8f0f7
LB-619537,"Patel Symphony Wine & Spirits, Inc.",Symphony Wine & Spirits,Retail All Alc.,PATELSYMPHONYWINESPIRITSINC,696e4cffe952eac37d50b63fa96d0281d2e72b487d72e734a29477d13ccac249
LB-102013,TIPSY'S BEER AND WINE INC.,Tipsy's Market,Retail All Alc.,TIPSYSBEERANDWINEINC,6993c93c54a3ec0782159ee64ba88b0ec2f36e174024328c13524d66b42bf3c5
LB-101944,SHIV PARK CORP,RICHARD'S WINE AND SPIRITS,Retail All Alc.,SHIVPARKCORP,6a618ac529339309e3d78a849b1931e41a5d6d5aeb0110567776853c7e602ffe
LB-101885,"CHAN'S WINE & SPIRITS-DORCHESTER, INC.",ALEXANDER'S WINE & SPIRITS,Retail All Alc.,CHANSWINESPIRITSDORCHESTERINC,6c7532587837aaee1b78a79e1f9db6a8fc9017aeca3274f561efb641cd4f21fc
LB-101879,"SOUTH BOSTON WINE & LIQUOR, INC.",DORGANS PACKAGE STORE,Retail All Alc.,SOUTHBOSTONWINELIQUORINC,6d1c0e2f7456dcec5dd33e8031858967db6a0f3a6ff6ee0e76784a92a42a732f
LB-101979,JDJ Wine & Spirits Corp.,Fernandez Family Liquors,Retail All Alc.,JDJWINESPIRITSCORP,6d738faadc8a9c61cae6d1ae96c64c64011cb903c89d53a173f08b5b22a28ab6
LB-101883,"CAMILO, INC.",CAMILO LIQUORS III,Retail All Alc.,CAMILOINC,6d8661826b34b8ac74c1e9d884eff6e1c7c78374bed61ab89bdded471adcda39
LB-139226,Arjun Inc.,VINE & BARLEY,Retail All Alc.,ARJUNINC,6f73783ccaa2b7240d03188f909df59d6a1750185bf8505b0ffb29ff52c116fa
LB-142550,Shree Hanuman Corporation,Seaport Wines and Spirits,Retail All Alc.,SHREEHANUMANCORPORATION,6f8b830829b4a5fccdd98d9f8a9f9688e3758dbe26b37748c587df003f9de902
LB-101990,"ATHENS MARKET II, INC.",GIORGIANA'S,Retail All Alc.,ATHENSMARKETIIINC,6fa37c96709f85584f97bd65fc71ae82deb344edc14bfcb5089116a9c8fb83fc
LB-101906,"Beacon Capitol Market, Inc.",Beacon Capitol Market,Retail All Alc.,BEACONCAPITOLMARKETINC,7168d7ccc94f748d097441ba3cd2e7537d3ab78dccca9e74f1ae1b3ea1dc0b70
LB-101889,"HANOVER STREET LIQUORS, LLC",HANOVER WINE & SPIRITS,Retail All Alc.,HANOVERSTREETLIQUORSLLC,71d8617e8a1402580a22b3fcfb48694f5c69ca2615ecede1d4e772d2baaa2c0a
LB-101849,Bhagwan Corporation,Southie Liquor,Retail All Alc.,BHAGWANCORPORATION,72b245e21cae1762d21ab76b087edf9379df5ce3fb3cc499b9c9c5f83af64bfc
LB-101970,MARIE P. CANALE,LOMBARDI'S,Retail All Alc.,MARIEPCANALE,72e07394ad0a0f3a31fe1e8c0fa962636b00191b6461503a3e817bfd8116b953
